ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,45,68148,587,Employed,Master,20,48075,12,Married,1,Rent,304,0.38691911275834545,2,2,0.614660083960625,0,Education,0,19,28,6675,3597,144035,174342,5679.0,0.8272340898043999,7,10858,0.21957500000000002,0.2566918805579937,4584.876149494768,0.8608691934310209,0,58.0
2018-01-02,51,162152,583,Employed,Associate,29,11766,12,Married,3,Own,447,0.3317007970106131,3,2,0.03218645280398824,0,Home,0,18,16,2674,579,44072,54957,13512.666666666666,0.8564295719110965,3,10453,0.18526600000000001,0.19362347202519273,1086.3500620284767,0.11347501569109059,1,38.400000000000006
2018-01-03,37,107436,500,Employed,Bachelor,13,13704,72,Divorced,2,Mortgage,565,0.5447141230149001,2,2,0.5342580277026773,0,Other,1,37,29,1926,370,71018,26035,8953.0,0.9155212093366639,10,44983,0.27870399999999995,0.29623430057335126,408.95231525286624,0.10878502348406861,1,51.2
2018-01-04,66,50144,538,Employed,Associate,43,23797,72,Married,2,Rent,386,0.3490339054383714,2,1,0.26282779631833936,0,Debt Consolidation,0,26,29,3611,209,106183,53845,4178.666666666667,0.9027643242227077,3,52338,0.269797,0.30843117387835994,728.8970238800133,0.26680688191129864,0,50.0
2018-01-05,34,39451,573,Employed,High School,9,15844,60,Married,1,Mortgage,325,0.3591348796154489,2,0,0.17814283498925845,0,Home,0,31,14,498,972,226952,23006,3287.5833333333335,0.8246917887710747,3,203946,0.234344,0.21740723368049325,435.261581830037,0.23125241393020313,0,47.0
2018-01-06,31,52978,573,Employed,Bachelor,13,40255,48,Single,2,Own,133,0.6450715297816562,0,0,0.24689623675258215,0,Debt Consolidation,0,19,11,115174,305,115479,27614,4414.833333333333,0.8912788255056815,2,87865,0.24875500000000003,0.20922756651281527,1244.852205772975,0.3120960864750595,0,52.0
2018-01-07,18,47602,614,Self-Employed,Master,0,19005,36,Married,0,Mortgage,446,0.04663469388634311,4,1,0.21270499693570707,0,Auto,0,32,19,4481,898,626444,60540,3966.8333333333335,0.6551564634298981,3,565904,0.19700499999999999,0.17493142816048812,682.2536468418745,0.28442174198778397,1,35.2
2018-01-08,34,30846,505,Employed,High School,10,17380,24,Married,0,Mortgage,337,0.4684328501363176,3,1,0.20679601532584074,0,Debt Consolidation,0,26,16,1203,4232,260952,76177,2570.5,0.8573732291966935,2,184775,0.23987999999999998,0.24990469248314717,927.5139149723852,0.49193305386982505,0,50.0
2018-01-09,36,39014,525,Employed,Bachelor,13,25086,96,Single,0,Mortgage,271,0.04336352353769593,3,0,0.2703277506832255,0,Auto,0,22,9,1198,301,250312,49285,3251.1666666666665,0.9428238046067721,10,201027,0.297586,0.24821286245776067,603.424893939003,0.26895726475798526,0,49.0
2018-01-10,54,156208,528,Employed,Bachelor,33,24809,60,Married,4,Mortgage,158,0.0693199121228794,2,1,0.4866703991724702,0,Home,0,24,20,609,871,10900,28401,7458.083333333333,0.6940314597240761,2,1650,0.265809,0.25622515152730635,737.2589843559572,0.12003874780463576,1,42.400000000000006
