ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,50,132628,678,Self-Employed,Doctorate,26,24018,24,Divorced,2,Mortgage,421,0.35461402317433155,4,1,0.160365171216933,0,Other,0,19,25,3651,8523,126931,13301,11052.333333333334,0.8673923518499711,1,113630,0.160018,0.14578298605218978,1159.7459126623603,0.14302372765892815,1,32.800000000000004
2018-01-02,20,29892,488,Employed,Bachelor,0,9778,48,Single,0,Own,427,0.18458555080623015,2,1,0.31146982486126695,0,Home,1,28,28,3126,584,50944,36198,2491.0,0.7852940623054108,4,14746,0.260778,0.29926175397913546,351.6468895768913,0.3125840584411446,0,61.0
2018-01-03,26,33777,579,Employed,High School,3,20566,36,Divorced,1,Other,526,0.08675436571806938,3,0,0.09076743172934255,0,Debt Consolidation,0,23,2,7954,1435,40299,23816,2814.75,0.9011611351275592,10,16483,0.216066,0.2337751340602816,800.1563802848732,0.47114535226392157,0,54.0
2018-01-04,42,23957,584,Employed,Bachelor,18,42766,60,Single,0,Rent,261,0.1418737028781763,1,2,0.2600303117391123,1,Debt Consolidation,0,31,13,924,2638,49971,66930,1996.4166666666667,0.7013656556438681,7,7531,0.255766,0.24913630627183897,1253.0741509502004,0.7583958680720626,0,65.0
2018-01-05,41,17093,612,Employed,Bachelor,19,7672,60,Divorced,2,Mortgage,492,0.2910202276214686,3,0,0.19060406584199927,0,Education,0,25,25,9640,2434,64214,23129,1424.4166666666667,0.6273381945234552,2,41085,0.20667200000000002,0.2230378879918886,213.21955871439556,0.4950935882860087,0,49.0
2018-01-06,41,89480,551,Employed,Bachelor,21,17354,12,Single,2,Rent,376,0.12896841365828451,3,0,0.03936125738841892,0,Auto,0,19,12,2321,1066,37659,116924,7456.666666666667,0.9803931479534627,6,4202,0.206854,0.19445773219001847,1602.9796069234776,0.2653973545270645,1,38.400000000000006
2018-01-07,32,41429,581,Employed,Master,10,26466,72,Widowed,2,Rent,311,0.10885265198303905,3,0,0.1856458363862481,0,Education,0,20,28,4567,718,7663,6530,3452.4166666666665,0.9626765096486365,5,1133,0.250966,0.22726623923217057,676.4507059051896,0.28601724566999626,0,50.0
2018-01-08,50,68181,453,Employed,High School,24,7586,12,Single,0,Own,610,0.08925597271674363,3,2,0.10797592687378206,0,Other,0,26,27,976,1131,105478,31895,5681.75,0.7076625915837752,8,73583,0.24608600000000003,0.21428913663585086,707.9236117256593,0.23195733915178585,1,37.6
2018-01-09,29,99752,584,Employed,Associate,6,25189,48,Widowed,0,Mortgage,462,0.23442634630737302,3,2,0.3503799650265199,0,Debt Consolidation,0,26,6,1776,89,16419,35871,8312.666666666666,0.8859034928312974,5,7743,0.228189,0.20374893892617116,771.550683682539,0.1483940994084376,1,44.0
2018-01-10,24,33521,565,Employed,Bachelor,3,25929,36,Married,1,Rent,496,0.08036512959989249,3,1,0.17075947351020138,0,Education,0,34,16,1406,308,52923,179089,2793.4166666666665,0.8563218828836588,8,9083,0.228429,0.21197269145917408,979.5050204351032,0.5282079963372585,0,50.0
