ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,72,72543,587,Employed,High School,49,16630,36,Divorced,3,Mortgage,535,0.2466139555361406,2,2,0.23252606792592645,0,Auto,0,19,4,1030,1372,41985,41509,6045.25,0.6866845191204191,1,4345,0.20813,0.20829182940340057,625.0787994878203,0.19189922658083955,0,55.0
2018-01-02,31,59976,615,Unemployed,Bachelor,9,6963,48,Married,2,Own,442,0.4576919147332687,4,0,0.10243110245124601,0,Auto,0,23,2,4539,2118,22739,20400,4998.0,0.9407758023231797,5,2339,0.194463,0.20869913946293786,215.12724008871933,0.13147803923343723,0,55.0
2018-01-03,32,62538,579,Employed,High School,8,76672,24,Divorced,0,Mortgage,218,0.6357035020204225,2,0,0.18686501674956071,0,Education,0,28,3,3953,6537,46393,5614,5211.5,0.8849826771797648,5,40779,0.262172,0.2640647913658913,4146.40588892296,0.8374567569649736,0,55.0
2018-01-04,49,44601,545,Employed,Associate,22,22069,60,Married,2,Rent,609,0.5447156361044438,4,0,0.6434726450277839,0,Home,1,19,28,1143,1545,69610,241197,3716.75,0.6921901773094212,4,7878,0.254569,0.24536466614059443,641.7707887797008,0.3365227117184908,0,66.0
2018-01-05,47,21168,521,Employed,High School,24,15768,48,Married,1,Rent,372,0.4274492201558332,0,1,0.17901508034833175,0,Education,0,23,25,966,1076,42950,15152,1764.0,0.846221854275569,4,27798,0.250268,0.25215563245852163,524.7191552995266,0.5083441923466704,0,53.0
2018-01-06,37,72188,579,Employed,Bachelor,14,14849,60,Single,3,Mortgage,290,0.22558981521388505,5,1,0.14306022272087646,0,Debt Consolidation,0,21,16,2241,459,281342,35082,6015.666666666667,0.8739618051703727,4,246260,0.23034900000000003,0.21031389630133174,401.9775799592705,0.11502924252661448,1,36.800000000000004
2018-01-07,48,53012,635,Employed,Bachelor,23,16638,60,Single,0,Rent,732,0.14871498255948054,1,1,0.07313909987581964,0,Auto,0,25,1,5953,839,6792,11732,4417.666666666667,0.8287262298452177,2,5240,0.204138,0.19885998632374163,439.75051820919236,0.2652419493418529,0,50.0
2018-01-08,52,62317,518,Employed,Associate,29,11156,48,Widowed,1,Own,678,0.2809192383498402,0,0,0.04348164189365653,0,Home,0,19,9,2712,5961,164782,4036,5193.083333333333,0.9209872194467711,5,160746,0.24715600000000001,0.23202222968648964,358.8033795351745,0.1996508264907183,1,37.6
2018-01-09,60,59574,625,Employed,Associate,38,17723,48,Married,1,Mortgage,653,0.5376466947699827,6,0,0.2905388220943185,0,Auto,0,25,12,22673,160,192210,12686,4964.5,0.8214951987236835,9,179524,0.200223,0.1908644538257769,530.7285893526442,0.23843863215885672,0,46.0
2018-01-10,43,22284,609,Employed,High School,18,7806,48,Single,0,Mortgage,203,0.31639501643885365,4,0,0.2364780751473691,0,Education,0,24,5,4099,847,52858,54577,1857.0,0.8705680940234235,5,7986,0.198306,0.18533981245123382,231.48508121838768,0.2339715030793687,0,53.0
2018-01-11,35,59588,490,Employed,High School,16,50014,72,Divorced,0,Mortgage,263,0.372173451891535,3,1,0.43556079116622193,0,Other,0,28,2,8469,122,74449,11858,4965.666666666667,0.716565272685281,4,62591,0.32001399999999997,0.298962869518854,1501.287049459235,0.3552971167602675,0,58.0
2018-01-12,42,20165,609,Employed,Bachelor,19,53608,96,Married,2,Other,498,0.09823676108221684,3,0,0.3582068740418025,0,Education,0,26,19,832,2935,44573,23375,1680.4166666666667,0.8203730797296288,9,21198,0.284108,0.2701757760302775,1368.3748734685919,1.1106619628873347,0,52.0
2018-01-13,43,86431,637,Employed,Bachelor,22,30578,36,Divorced,2,Own,156,0.5357604225126213,5,0,0.1754520574520146,0,Education,0,24,29,10094,6467,55628,13324,7202.583333333333,0.7978508269695008,2,42304,0.197078,0.17242403906911125,1093.8816177683586,0.17353240634980857,1,37.6
2018-01-14,26,82834,612,Employed,Bachelor,6,15227,36,Married,1,Other,704,0.08197639902001568,5,0,0.18249329181865162,0,Auto,0,30,26,2305,1131,95295,40019,6902.833333333333,0.7479145972333974,4,55276,0.19422699999999998,0.23306653716068812,591.8694081580445,0.18773007337441794,1,34.4
2018-01-15,26,39658,528,Employed,Bachelor,4,14243,48,Married,1,Rent,455,0.06994060568616643,1,1,0.30142821347597737,1,Other,0,17,20,16962,2135,42939,98326,3304.8333333333335,0.7135254385035296,11,1257,0.24524300000000002,0.27513303383081766,492.440633501081,0.2866833325435718,0,66.0
2018-01-16,64,34893,620,Employed,High School,41,42781,72,Single,3,Mortgage,319,0.22130764312847673,3,0,0.3804312402256025,0,Education,0,29,27,14214,1623,27813,12393,2907.75,0.7262276691004377,7,15420,0.24778100000000003,0.23273990244678852,1107.5084388244238,0.49058840643948887,0,52.0
2018-01-17,50,34302,624,Employed,Bachelor,24,18482,96,Married,1,Rent,378,0.579765008465968,2,3,0.37674716949452264,0,Auto,0,23,17,3794,254,70076,38722,2858.5,0.923305348994678,3,31354,0.24148200000000003,0.2631160220208055,462.9532304971159,0.29419388857691653,0,53.0
2018-01-18,58,84496,659,Employed,Bachelor,34,28100,36,Married,3,Mortgage,276,0.1947005203098315,3,3,0.313524793364009,0,Home,1,27,19,9649,214,36754,45924,7041.333333333333,0.9098502548172784,5,10250,0.1836,0.17991910458212745,1015.7682852593365,0.18345506796904043,0,52.0
2018-01-19,28,17920,449,Employed,High School,1,24849,120,Divorced,2,Own,591,0.18122254943497915,0,0,0.36666427425591686,0,Auto,0,23,12,1237,1001,56517,14299,1493.3333333333333,0.790072700875931,6,42218,0.355349,0.3356773159736838,721.4297195860571,0.8788591872228062,0,55.0
2018-01-20,44,51466,593,Employed,Bachelor,21,29204,72,Married,3,Other,502,0.11724841948576945,3,0,0.15393360578409826,0,Debt Consolidation,0,15,27,12606,1406,64968,53743,4288.833333333333,0.8426353970116363,3,11225,0.247704,0.22239455371791889,737.9400549932147,0.2891089391038468,0,49.0
2018-01-21,46,22457,569,Employed,Bachelor,24,47119,48,Single,2,Mortgage,321,0.4011637736165565,6,2,0.16516500309152263,0,Auto,0,18,8,2321,2628,79024,27888,1871.4166666666667,0.683243074689019,7,51136,0.257619,0.26473827572984354,1601.312285504201,1.0271963052077486,0,52.0
2018-01-22,35,34232,506,Unemployed,Master,11,29149,96,Married,0,Mortgage,641,0.3310150672493007,4,1,0.029586964498353206,0,Other,0,28,19,700,226,30258,24685,2852.6666666666665,0.8708270317411467,4,5573,0.311149,0.30554663486595895,815.1341266100059,0.5104466440558563,0,54.0
2018-01-23,54,78453,595,Employed,Master,30,9377,96,Married,1,Rent,568,0.13158079294790326,5,1,0.6648657983474535,0,Home,1,27,24,2331,3884,504890,50028,6537.75,0.8209458439274268,7,454862,0.246877,0.28894892939363076,251.39553644400266,0.12533295651317392,1,45.6
2018-01-24,29,41875,529,Employed,High School,7,30658,96,Single,1,Rent,396,0.41327486992640705,4,1,0.3482210176911264,0,Auto,0,18,10,11878,296,36862,53465,3489.5833333333335,0.7967828579321716,13,3930,0.301158,0.24092639999999999,722.7289627096828,0.32059098632874494,0,56.0
2018-01-25,42,34478,588,Employed,High School,20,18822,48,Married,3,Mortgage,680,0.60399656646018,1,2,0.4812441270543673,0,Home,0,26,18,8073,2470,133634,11537,2873.1666666666665,0.8503592652161421,1,122097,0.21982200000000002,0.24161850311183256,615.3170912811644,0.4508325626594922,0,55.0
2018-01-26,53,16438,566,Self-Employed,Bachelor,31,20752,72,Married,1,Rent,340,0.13892943711087383,4,1,0.23467740720509792,0,Debt Consolidation,0,25,17,4604,989,65114,14409,1369.8333333333333,0.9221801934901429,2,50705,0.252752,0.268656460367415,582.9895929335282,0.6737970017765141,0,54.0
2018-01-27,47,142608,617,Self-Employed,Associate,24,33311,48,Divorced,1,Rent,305,0.08560213826873149,3,0,0.28005019842393153,0,Education,0,35,12,2941,4214,332465,14463,11884.0,0.6340139419882352,4,318002,0.21981100000000003,0.22319768488174924,1055.290298289738,0.11446401029028426,1,34.4
2018-01-28,56,42564,602,Employed,Bachelor,36,17830,24,Married,4,Rent,161,0.21324969214467046,3,3,0.42637801066784725,0,Education,0,33,25,1522,597,111465,4560,3547.0,0.855754185631519,4,106905,0.19182999999999997,0.2168511423629664,922.2172794441736,0.305389703818487,0,50.0
2018-01-29,46,38271,519,Employed,High School,24,26574,48,Married,0,Rent,612,0.21591424232292475,7,1,0.36797758608152437,0,Debt Consolidation,0,27,21,1167,2023,137312,18776,3189.25,0.8720302045497218,6,118536,0.262074,0.27487528409500306,918.3850593254801,0.4798573518305182,0,51.0
2018-01-30,23,80685,589,Employed,High School,2,34163,60,Married,2,Own,569,0.3552089837542154,5,1,0.2680817617124499,0,Debt Consolidation,0,25,23,18293,4175,22468,111683,6723.75,0.7789798378204071,6,1819,0.24466300000000002,0.22759388057612903,958.3542150232997,0.22715809109846435,0,51.0
2018-01-31,56,169670,638,Employed,Bachelor,31,10817,48,Widowed,0,Own,101,0.1513417812322773,4,3,0.23396148093575955,0,Home,0,27,17,2983,1732,15627,7193,14139.166666666666,0.6753058493552254,6,8434,0.186817,0.19255267114095495,324.88844743989705,0.030121184471496226,1,36.800000000000004
2018-02-01,66,82125,613,Employed,Associate,41,71223,60,Single,3,Own,784,0.10053855493718379,6,0,0.30689842386298377,0,Auto,0,20,6,16816,985,115923,48312,6843.75,0.928866125957306,2,67611,0.269723,0.28065793166358116,2220.4143938577245,0.4390011899700785,0,49.0
2018-02-02,48,138104,538,Self-Employed,Bachelor,24,19191,72,Married,1,Rent,306,0.3030405254146864,2,0,0.26199272808622837,0,Debt Consolidation,0,28,16,4757,3988,27902,17782,11508.666666666666,0.9573379868587277,6,10120,0.265191,0.21215280000000003,473.2971854538964,0.06771394185140733,1,42.400000000000006
2018-02-03,30,41810,563,Employed,High School,8,24114,36,Married,1,Other,298,0.07768569391552103,1,0,0.024142442783400005,0,Auto,0,25,11,12139,3100,19365,12249,3484.1666666666665,0.7544408125719556,5,7116,0.22761399999999998,0.2121532290234312,911.1646769420553,0.3470455901292673,0,50.0
2018-02-04,48,23796,560,Employed,High School,22,17797,72,Divorced,0,Mortgage,336,0.3364283529591747,3,3,0.15466343961104498,0,Debt Consolidation,0,20,8,9109,511,86158,78370,1983.0,0.6954146290673883,2,7788,0.252797,0.25403627186051286,483.8182071808976,0.4134232007972252,0,53.0
2018-02-05,63,225023,683,Employed,Master,41,28646,72,Single,4,Other,465,0.06389685119033059,0,1,0.10510087517541457,0,Other,1,21,2,3065,638,12002,76086,18751.916666666668,0.888973414980655,5,8216,0.202146,0.20420094831401722,693.1460635820654,0.061761476662318,1,40.800000000000004
2018-02-06,66,37191,622,Employed,High School,41,37280,60,Married,0,Mortgage,466,0.3253618200525716,8,0,0.463909009850816,0,Debt Consolidation,1,23,28,2034,1479,53463,25864,3099.25,0.791664835259564,5,27599,0.23128000000000004,0.2234234472120589,1036.9025500436035,0.4849245946740674,0,60.0
2018-02-07,33,128067,624,Employed,Master,10,12807,48,Widowed,0,Mortgage,248,0.25176222928932357,0,0,0.3225144901045944,0,Debt Consolidation,0,23,6,1899,3449,27955,46037,10672.25,0.8958193341552947,9,5878,0.19580700000000004,0.19299228795218556,384.9559667176566,0.05930857754622095,1,40.800000000000004
2018-02-08,36,20296,606,Employed,Bachelor,11,27508,60,Married,0,Other,318,0.14075266990187396,6,1,0.41985656352173706,0,Auto,0,28,18,9152,848,15774,54548,1691.3333333333333,0.8948480180131747,5,9040,0.229508,0.2677295072298131,836.2368207060042,0.6824419515407988,0,54.0
2018-02-09,30,91349,558,Employed,Master,12,10809,48,Married,3,Mortgage,262,0.07651381325450796,3,0,0.3340494603190821,0,Auto,0,26,14,3332,1034,30427,2013,7612.416666666667,0.8258644825714903,3,28414,0.226809,0.23685631230787993,350.5173340909922,0.08046292799146029,1,41.6
2018-02-10,36,17655,510,Employed,High School,16,21651,84,Married,0,Mortgage,2061,0.12351835255573577,4,0,0.5580937211874891,0,Debt Consolidation,0,23,20,3063,577,4893,10678,1471.25,0.8443822313621564,3,8297,0.291651,0.2686189889344274,574.0568354754388,1.7910326834157613,0,59.0
2018-02-11,37,29312,540,Employed,Master,12,17506,36,Divorced,3,Own,521,0.49671021279988553,7,0,0.25270912646410354,0,Home,0,21,28,744,705,394824,24168,2442.6666666666665,0.9045932852229284,7,370656,0.232506,0.2542362599702218,699.9637381479204,0.4998486919273692,0,49.0
2018-02-12,41,42233,579,Employed,High School,17,13524,24,Married,3,Mortgage,791,0.33489771112979067,3,0,0.21120342223326888,0,Debt Consolidation,0,27,11,2495,2314,29482,101639,3519.4166666666665,0.8891148374310119,8,8017,0.199024,0.21447097992595526,697.9130608314889,0.42305677384930906,0,53.0
2018-02-13,41,19430,548,Employed,Bachelor,21,27390,48,Divorced,1,Mortgage,505,0.436675312742242,2,2,0.32223674497310134,0,Home,0,25,22,3829,1494,298807,6403,1619.1666666666667,0.903143616491661,9,292404,0.24839,0.2553125107714447,916.3082954354095,0.8778023440671597,0,51.0
2018-02-14,34,18927,545,Employed,High School,13,45741,96,Married,5,Mortgage,386,0.19502416900879668,3,0,0.23617418362145984,0,Other,0,21,17,7284,1455,41431,41818,1577.25,0.8916859044997726,5,6084,0.308241,0.26256649373136093,1144.0698567350826,0.9700870862165685,0,53.0
2018-02-15,37,83686,541,Employed,Associate,14,13005,84,Divorced,2,Own,380,0.5071146767442599,1,0,0.10498562136515299,0,Debt Consolidation,1,23,10,3674,1427,160273,241099,6973.833333333333,0.8360631496029741,6,1626,0.267505,0.2371216615656498,318.5461382771989,0.10016673827553459,0,56.0
2018-02-16,31,34895,530,Employed,High School,8,7405,48,Widowed,0,Rent,922,0.2648577771737065,3,0,0.39728529673780133,0,Debt Consolidation,0,24,16,4207,1390,23033,170517,2907.9166666666665,0.9716588038006436,3,7833,0.237405,0.2577195089279888,248.72751371598426,0.40260009068897584,0,55.0
2018-02-17,27,21670,435,Employed,Bachelor,3,11552,36,Married,1,Rent,367,0.14009002880158883,1,2,0.18425748288248842,0,Home,0,28,24,1452,1370,49921,27969,1805.8333333333333,0.6215992911059145,8,21952,0.27905199999999997,0.2781298258889922,476.66574514784025,0.4671891528275996,0,51.0
2018-02-18,54,61714,568,Employed,Bachelor,36,11042,48,Single,3,Mortgage,437,0.24425131494588898,4,2,0.20665280504206424,0,Home,1,29,24,5239,5600,712558,52087,5142.833333333333,0.7990019476944302,6,660471,0.222042,0.1776336,322.99494632873626,0.14777747927447313,1,40.0
2018-02-19,53,36146,552,Employed,Associate,32,18307,36,Married,1,Rent,491,0.6918972008793696,3,3,0.5365680632713906,0,Education,0,16,6,1198,278,54313,23478,3012.1666666666665,0.6114527609654998,3,30835,0.22730699999999998,0.20393755002198574,684.0321909457926,0.3900953436438198,0,63.0
2018-02-20,18,41030,621,Employed,Master,0,50069,108,Single,1,Mortgage,920,0.2047757930310488,5,1,0.5257477791550746,0,Debt Consolidation,0,28,13,5131,313,36573,96484,3419.1666666666665,0.5746044020423613,6,7356,0.284569,0.30134079768451466,1350.0125356681872,0.6639081264445101,0,56.0
2018-02-21,31,67671,623,Employed,Associate,9,18983,60,Single,4,Mortgage,467,0.5314776689363715,4,1,0.03974207313734768,1,Home,0,24,2,1556,1967,39955,20370,5639.25,0.7005359000942437,7,19585,0.21248300000000003,0.20302838822229216,506.1374515661022,0.17256504882140394,0,64.0
2018-02-22,34,151291,553,Employed,High School,13,15791,84,Divorced,0,Own,343,0.17289467394714408,2,1,0.44922930271322986,0,Home,0,21,17,4921,270,50819,3074,12607.583333333334,0.7996998320101913,6,47745,0.264291,0.31714919999999996,469.86371768205265,0.06447418955644837,1,42.400000000000006
2018-02-23,33,28953,601,Employed,High School,12,23917,36,Married,1,Mortgage,1022,0.2861991121312677,6,2,0.3250529203127046,0,Auto,0,20,20,21178,1866,62028,15665,2412.75,0.9083930117058279,5,46363,0.208417,0.18944506248706852,876.0311254977586,0.7866671331458952,0,53.0
2018-02-24,29,19463,428,Employed,High School,3,39816,96,Single,2,Mortgage,499,0.3709201595099725,2,0,0.20415964173330123,0,Debt Consolidation,0,30,27,8584,2149,144409,1822,1621.9166666666667,0.8462566122952451,5,142587,0.360816,0.3343157665368396,1194.6893622858022,1.0442517776000424,0,50.0
2018-02-25,63,61204,615,Self-Employed,High School,39,13395,48,Single,1,Mortgage,383,0.34526358944994173,4,1,0.15775046220931233,0,Home,0,19,11,2234,657,17661,45013,5100.333333333333,0.46555176592738745,1,3234,0.200895,0.22544771730996038,425.9954806148743,0.15861619775469726,0,50.0
2018-02-26,28,104077,496,Unemployed,Master,8,15612,36,Married,0,Rent,453,0.5662516250870652,2,0,0.3509732992088071,0,Home,0,23,15,7393,12151,49330,8470,4615.0,0.9017870104483483,2,40860,0.25261199999999995,0.2310128243006356,605.1606195732767,0.2292872415110025,0,57.0
