ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,33,39405,592,Employed,High School,11,9455,36,Married,1,Other,558,0.5483429055891343,0,0,0.36840051833197396,0,Home,0,22,22,2730,646,338775,46915,3283.75,0.9510490778682885,6,291860,0.198455,0.20824478512906477,355.36625103508646,0.27814731664562964,0,50.0
2018-01-02,43,52341,644,Employed,Master,20,18684,72,Married,2,Rent,449,0.6191655161034731,6,0,0.4546046079552312,0,Auto,0,29,21,6202,1157,46253,57211,4361.75,0.778742009630479,3,7677,0.211684,0.171793409737906,417.51864766704597,0.19866307048020773,1,44.0
2018-01-03,32,15000,588,Employed,High School,10,47120,60,Single,0,Mortgage,544,0.2485812534553906,3,0,0.0800108382509221,0,Auto,0,27,24,3015,1042,32451,25743,1250.0,0.9178153237974196,6,6708,0.25812,0.2780490495027921,1461.578935000407,1.6044631480003255,0,52.0
2018-01-04,52,147026,576,Employed,High School,30,14412,60,Married,2,Rent,466,0.3468523936628145,0,2,0.3121987415630436,0,Debt Consolidation,0,15,20,13967,1974,46529,130744,12252.166666666666,0.8188199283108033,2,7349,0.231412,0.2003607264927318,382.1191783915079,0.06922197530163436,1,41.6
2018-01-05,35,52667,598,Employed,Bachelor,12,47296,60,Widowed,4,Own,383,0.2966495347074264,6,1,0.08368767047495464,0,Auto,1,17,9,3870,731,33073,25941,4388.916666666667,0.7645017351496464,4,7132,0.253296,0.22465924181355038,1318.8239942441858,0.38775491163214587,0,57.0
2018-01-06,30,23434,533,Employed,Associate,10,11091,60,Single,0,Own,646,0.5806682696521894,4,2,0.37719254994028606,0,Debt Consolidation,0,31,27,2129,1317,63158,13338,1952.8333333333333,0.7345573140418953,4,49820,0.249591,0.21451053905960396,302.869769640012,0.4858938822087627,0,57.0
2018-01-07,49,36431,585,Employed,High School,24,47230,60,Single,1,Mortgage,435,0.5136828999218574,3,0,0.1412697385943992,0,Debt Consolidation,0,20,23,2003,3385,12439,3174,3035.9166666666665,0.8247605894168367,6,9265,0.25973,0.25990351788329835,1413.8186033666727,0.6089819999560834,0,52.0
2018-01-08,37,40312,641,Employed,Bachelor,14,25577,36,Single,0,Own,345,0.17604390072876186,1,1,0.13352231120564467,0,Home,0,21,6,6742,1158,22415,11501,3359.3333333333335,0.8480421428788637,11,10914,0.190077,0.18697025284613172,933.6376865987752,0.3806224508629019,0,49.0
2018-01-09,48,72464,616,Employed,Doctorate,26,17279,36,Divorced,2,Mortgage,722,0.32250810535374747,0,0,0.13104650298023127,0,Home,0,18,10,1054,1342,74878,47407,6038.666666666667,0.768916335455813,0,27471,0.194279,0.17065878473634136,616.6101486936649,0.22167313126965085,1,37.6
2018-01-10,70,40554,543,Employed,High School,49,42161,48,Divorced,0,Mortgage,247,0.3589480150943556,3,0,0.4332268316673678,0,Debt Consolidation,1,25,13,2688,786,69282,29660,3379.5,0.8201029109836206,6,39622,0.265661,0.26963601675223486,1444.50659063894,0.500519778262743,0,63.0
