ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,51,49869,634,Unemployed,Bachelor,28,18641,72,Single,3,Mortgage,389,0.21692402935165225,2,0,0.08756803990262563,0,Home,0,24,12,12649,474,25241,40452,4155.75,0.9100818181717935,5,1037,0.216641,0.24352357974643343,494.7534118857038,0.21265798276741957,0,51.0
2018-01-02,21,49211,520,Self-Employed,Master,0,17594,24,Married,0,Other,737,0.15702151199029313,0,0,0.5336373318053069,0,Debt Consolidation,0,26,2,962,769,125058,15267,4100.916666666667,0.8663000694040571,5,109791,0.232594,0.2431450310855112,932.9781251306703,0.40722069255995696,0,61.0
2018-01-03,29,40142,579,Employed,High School,5,15229,60,Single,1,Mortgage,344,0.20409191109686117,2,3,0.2764598847463272,0,Debt Consolidation,1,29,15,2504,6219,22829,5333,3345.1666666666665,0.8223191861782317,9,17496,0.23072900000000002,0.211246135566089,413.063861783298,0.22631573766627416,0,59.0
2018-01-04,27,66250,429,Employed,High School,8,27771,36,Married,2,Own,306,0.4292881962304345,5,1,0.7103792776364248,0,Debt Consolidation,0,26,26,2336,1100,19314,9401,5520.833333333333,0.7961972487086142,10,9913,0.29827099999999995,0.28518536231026387,1156.50200559829,0.26490602365553934,0,59.0
2018-01-05,46,33917,567,Employed,Bachelor,23,25711,24,Widowed,3,Mortgage,915,0.1721086837077626,2,1,0.32832733407289,0,Other,0,29,26,5897,2857,69703,16470,2826.4166666666665,0.9682262025509734,1,53233,0.217211,0.2307422690295616,1347.51775043931,0.8004898135233577,0,52.0
2018-01-06,36,32355,597,Unemployed,Master,13,36525,84,Widowed,3,Mortgage,1026,0.3908574696037195,6,1,0.3231544363593557,0,Home,1,27,7,4317,1579,107439,100287,2696.25,0.6682311272798341,2,7152,0.263025,0.2520940608454863,929.4033992714418,0.7252307461368351,0,65.0
2018-01-07,47,35625,628,Employed,Bachelor,29,10955,24,Single,2,Rent,588,0.16646268268819436,1,2,0.2679940122016525,0,Debt Consolidation,0,27,8,11284,2373,172058,10628,2968.75,0.4958069841165736,8,161430,0.171955,0.1715569871861763,542.4599330965451,0.38078650377988893,0,46.0
2018-01-08,49,35484,519,Unemployed,Associate,24,20195,60,Married,1,Own,984,0.17651075544422282,3,1,0.424378582244205,0,Debt Consolidation,0,12,22,1594,590,69178,48029,2957.0,0.7897882844687008,6,21149,0.265695,0.22655848989503535,565.3205526095516,0.5239501361547351,0,59.0
2018-01-09,43,74563,568,Employed,Bachelor,21,19917,84,Single,2,Other,393,0.38194218230967875,2,1,0.2908269717571744,0,Education,0,20,20,913,5457,33602,16455,6213.583333333333,0.7128495816822177,3,17147,0.26091699999999995,0.23808812009790506,489.06323481871294,0.14195725517783025,1,41.6
2018-01-10,65,151008,596,Employed,Master,43,28730,84,Divorced,3,Mortgage,332,0.2746724766826521,3,1,0.015917236449959106,0,Home,0,24,26,6112,934,10219,57882,12584.0,0.5459200661601996,3,8083,0.25573,0.28292392019318907,788.7491658770682,0.08906144039073968,1,38.400000000000006
2018-01-11,45,45740,616,Employed,Master,17,16756,72,Divorced,3,Mortgage,319,0.5467806788649611,5,1,0.16894123380026224,0,Education,0,25,15,7954,743,20618,3619,3811.6666666666665,0.5590013310233378,8,16999,0.223756,0.1950974274491502,396.60610423971684,0.1877409980515217,0,49.0
2018-01-12,18,17238,506,Employed,High School,0,18187,60,Divorced,2,Mortgage,1129,0.04009162442784647,0,2,0.38699158221062296,0,Home,0,30,9,459,1856,121210,7034,1436.5,0.5763691195873198,6,114176,0.270187,0.267957299814038,553.1276923814432,1.170990388013535,0,52.0
2018-01-13,32,53691,589,Employed,High School,9,20492,60,Widowed,0,Rent,632,0.46464020517650617,1,1,0.14839825768208367,1,Auto,0,37,11,2758,768,6829,45154,4474.25,0.9667451699661507,6,1858,0.23099200000000003,0.2072600938220417,551.2237628429162,0.2644518663112066,0,63.0
