ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,55,17556,588,Self-Employed,Master,33,18468,84,Married,1,Mortgage,340,0.4878130773307161,8,0,0.4100977967463795,0,Other,1,24,16,3143,155,2587781,74548,1463.0,0.7479801441776623,6,2513233,0.24946800000000002,0.22133917751918955,434.15880093212235,0.5291584421955724,1,48.0
2018-01-02,20,15000,570,Employed,High School,0,47676,60,Married,2,Mortgage,416,0.17225399112051965,1,2,0.5341788848649124,0,Home,0,19,29,6796,278,107086,34904,1250.0,0.8301542820983238,7,72182,0.267676,0.2570788256924034,1419.2084625109217,1.4681667700087373,0,57.0
2018-01-03,45,18985,617,Employed,High School,23,28188,120,Married,1,Rent,631,0.3558874499737658,1,0,0.417790974508228,0,Debt Consolidation,0,20,14,695,2479,10695,20314,1582.0833333333333,0.6202708813458062,6,7065,0.27468800000000004,0.30682039087834057,757.325083754629,0.8775296815936554,0,55.0
2018-01-04,40,44818,626,Employed,Bachelor,15,12213,24,Single,2,Rent,581,0.46647275518851605,4,3,0.25215839182549893,0,Home,0,27,23,7237,485,41966,15479,3734.8333333333335,0.9197515680694082,7,26487,0.174213,0.16256055614945591,599.4817541382232,0.31607347605111064,1,40.800000000000004
2018-01-05,43,75482,573,Self-Employed,Master,19,27196,12,Single,1,Mortgage,326,0.5235651017614631,1,2,0.2852614729512369,0,Auto,0,24,13,8820,1893,35566,36560,6290.166666666667,0.8564802742082489,6,5886,0.20569600000000002,0.1723728999336551,2483.468015648941,0.446644447521095,1,44.800000000000004
2018-01-06,34,46304,571,Employed,Bachelor,11,19851,60,Single,0,Other,310,0.42507054180482395,4,1,0.17528649497639817,0,Home,0,27,2,3762,1873,35144,48774,3858.6666666666665,0.8777988963360439,4,9802,0.23935100000000004,0.19148080000000003,516.5646783654014,0.21420992010160714,0,56.0
2018-01-07,58,79902,639,Employed,Associate,35,30690,72,Single,2,Rent,514,0.13671777338329677,1,1,0.31700551338523947,0,Home,0,22,7,8035,2389,63967,62235,6658.5,0.895320796750281,2,1732,0.22619,0.23708202486419797,802.542784170852,0.19772362907124005,0,51.0
2018-01-08,61,51424,625,Employed,Master,37,29260,48,Married,2,Mortgage,360,0.25312267563660945,7,0,0.361471984582598,0,Education,0,22,13,2337,234,166948,2667,4285.333333333333,0.7756510136252808,3,164281,0.21176000000000003,0.18473871289311813,866.7747442041722,0.28627288679313295,1,37.6
2018-01-09,45,35945,615,Employed,High School,21,10953,12,Married,4,Other,529,0.306440244076556,4,1,0.14722829079323901,0,Education,0,29,18,17182,1259,36230,18603,2995.4166666666665,0.5510780733878213,7,17627,0.168453,0.1654437889651127,996.5988887600485,0.5093110770655329,0,48.0
2018-01-10,61,23881,548,Employed,Associate,40,13948,36,Single,0,Own,230,0.4387709827194124,4,1,0.2162286435095281,0,Education,0,23,28,22832,1177,29016,14725,1990.0833333333333,0.9153845033801687,4,14291,0.22494799999999998,0.22333627417152646,535.0908165063487,0.38445164767288575,0,55.0
