ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,18,58686,501,Employed,Bachelor,0,32444,36,Single,2,Rent,296,0.016933313978417484,2,1,0.18019259632968632,0,Education,0,18,27,7428,1304,99789,11958,4890.5,0.5026633194239095,6,87831,0.26694399999999996,0.26740384622468,1320.0186004558016,0.33044036406416555,0,47.0
2018-01-02,23,61881,429,Employed,High School,2,35252,36,Married,0,Mortgage,228,0.20802192856417845,1,0,0.03364902934632749,0,Auto,0,20,6,3706,2481,104340,154736,5156.75,0.9308538460909112,5,9412,0.305752,0.33773121224826835,1570.2784635309386,0.3487232197665077,0,52.0
2018-01-03,28,45263,534,Employed,High School,6,23229,96,Single,2,Rent,861,0.16276272700567312,4,1,0.25587921755364423,0,Debt Consolidation,0,28,12,24546,3107,72966,10801,3771.9166666666665,0.7170067772404942,4,62165,0.291229,0.2681385836046138,589.7298417569613,0.38461343925686625,0,50.0
2018-01-04,48,25080,572,Employed,High School,25,14767,96,Married,1,Rent,345,0.0417599828945681,7,1,0.4256477352444579,0,Auto,0,20,22,3854,2569,18359,8650,2090.0,0.8829600174078911,4,9709,0.26376700000000003,0.26432231307054155,371.09583334684413,0.3426295853334182,0,57.0
2018-01-05,41,178814,646,Employed,Master,22,25554,72,Single,3,Mortgage,280,0.3463425080765113,2,2,0.0710076741836552,0,Home,0,32,16,355,2571,46663,120374,14901.166666666666,0.8483667334377205,6,4317,0.217554,0.216289555135627,636.4570528406601,0.061502369132662556,1,36.0
2018-01-06,44,136163,638,Employed,Bachelor,22,14525,24,Married,0,Mortgage,362,0.3975998429858247,7,3,0.11049871216352392,0,Debt Consolidation,0,17,3,1139,386,36601,27164,11346.916666666666,0.8918387835938999,1,9437,0.170525,0.18308156060769257,727.3121145413633,0.09600071513183729,1,38.400000000000006
2018-01-07,48,33626,623,Employed,Bachelor,22,50839,36,Married,0,Rent,352,0.6345442109961409,1,1,0.4991626130726604,0,Home,0,30,24,937,522,111756,33004,2802.1666666666665,0.8808043694891772,3,78752,0.224339,0.19746647158971886,1882.8030051448889,0.7975267965782034,0,54.0
2018-01-08,27,26522,585,Employed,High School,3,34639,72,Single,2,Rent,468,0.43797068129168415,7,1,0.27860780850330896,0,Education,0,23,22,2578,12951,604649,16460,2210.1666666666665,0.868129919009934,3,588189,0.257139,0.2604655613927923,955.4443371451686,0.6440438898175862,0,47.0
2018-01-09,61,88965,685,Employed,Doctorate,38,34658,48,Single,3,Mortgage,214,0.3404544300341216,4,0,0.38546527007188547,0,Debt Consolidation,1,23,2,2667,7282,175905,34638,7413.75,0.6287819329480644,9,141267,0.18715800000000002,0.18788884774602638,1032.4212577574747,0.16812291455167422,0,53.0
2018-01-10,47,69863,526,Employed,High School,23,31460,60,Married,3,Rent,728,0.38650692247485396,2,2,0.22467413578084103,0,Home,0,13,9,578,188,46775,74008,3739.9166666666665,0.51898910757965,3,4265,0.27346,0.26333920514941034,948.156365612449,0.44818013742172036,0,53.0
2018-01-11,37,31235,494,Unemployed,Master,12,18762,48,Married,0,Rent,256,0.08994302375627546,1,0,0.216525692709698,0,Other,0,29,9,649,230,30401,20583,2602.9166666666665,0.8798890805869882,5,9818,0.266762,0.32011439999999997,697.6693513328938,0.36638489566174887,0,56.0
