ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,39,68848,519,Unemployed,Bachelor,15,17435,84,Single,4,Mortgage,254,0.13491292294037097,5,2,0.1574168624794499,0,Home,0,30,20,1518,1293,25847,150326,5737.333333333333,0.6820883437728809,3,4162,0.28293500000000005,0.2678478064659704,461.3968247652783,0.12469152186241199,0,52.0
2018-01-02,56,18604,479,Employed,Doctorate,35,30989,60,Single,2,Own,252,0.17167405610978995,2,1,0.15545658515141614,0,Home,0,27,18,421,488,44684,3263,1550.3333333333333,0.819083068911931,10,41421,0.296489,0.3138351335330419,1029.0929022865303,0.8263338436593402,0,51.0
2018-01-03,35,33791,450,Employed,High School,10,15262,36,Married,1,Rent,183,0.13594708627571236,6,1,0.13467921750482217,0,Education,0,27,5,3024,2498,6094,11137,2815.9166666666665,0.7937979109105887,9,8264,0.275262,0.324362996690638,668.428855406163,0.30236294471527797,0,52.0
2018-01-04,44,51080,572,Employed,Associate,16,16396,96,Widowed,2,Own,408,0.12056650017339159,4,2,0.3831874460609021,0,Other,0,19,28,5197,2063,39642,63583,4256.666666666667,0.7363904249866794,3,2987,0.265396,0.21231680000000003,356.2465031784995,0.17954107357364907,0,53.0
2018-01-05,25,81121,478,Employed,Associate,2,18774,60,Single,0,Mortgage,213,0.39198661936875395,7,1,0.3061404157701084,0,Home,0,25,4,6209,2410,315009,47172,6760.083333333333,0.8888567067653769,2,267837,0.28477399999999997,0.2481222695360457,548.976933684847,0.11271709180382596,1,40.0
2018-01-06,36,17084,446,Employed,High School,15,23020,24,Married,1,Rent,299,0.3273829576502493,3,0,0.3051397677151327,0,Home,0,20,19,2278,1492,443773,23827,1423.6666666666667,0.9073697806864848,6,419946,0.27502000000000004,0.2866667311941104,1271.366759820837,1.103043849089794,0,50.0
2018-01-07,51,64278,628,Employed,High School,31,9348,36,Married,0,Mortgage,469,0.18512109790974815,5,1,0.2717375385256896,0,Debt Consolidation,0,20,29,7383,884,160193,11906,5356.5,0.7942262985124444,7,148287,0.180348,0.15572688999969092,326.67925700716273,0.14854461999573654,1,35.2
2018-01-08,18,35200,610,Employed,Bachelor,0,9389,108,Married,0,Mortgage,227,0.11939488616087533,3,1,0.0667807004656558,0,Home,1,23,4,9171,2162,46150,10307,2933.3333333333335,0.6884488530101791,7,35843,0.249389,0.2978943148518108,250.82877981577033,0.1628961749371944,0,56.0
2018-01-09,35,62880,487,Employed,Associate,14,46301,84,Married,3,Own,305,0.32437388509513687,4,0,0.3394129048087013,0,Education,0,22,23,1586,3366,49075,6908,5240.0,0.9038337557030042,2,42167,0.327801,0.297843769138564,1317.1766656018428,0.30957569954233644,0,54.0
2018-01-10,63,49382,623,Employed,High School,40,25801,60,Single,1,Own,250,0.2857113861013242,7,0,0.33561432245285433,0,Debt Consolidation,0,28,13,1339,1853,33824,30276,4115.166666666667,0.5243887358646926,2,3548,0.21930100000000002,0.2026473787330867,687.374839611728,0.22778538891378913,0,52.0
2018-01-11,28,18160,600,Unemployed,Associate,6,13938,12,Divorced,0,Mortgage,198,0.19007842321859725,2,0,0.13337251054179158,0,Other,0,22,29,5309,930,82067,15464,1513.3333333333333,0.8265439001086193,6,66603,0.178938,0.1431504,1253.5198412141183,0.9591540800974351,0,49.0
2018-01-12,33,31551,597,Self-Employed,Bachelor,13,18777,60,Married,4,Mortgage,409,0.24357063566072162,3,1,0.25727048748017123,0,Home,0,22,11,6419,2902,34780,13911,2629.25,0.6700709006208998,3,20869,0.225277,0.25056977186179014,551.7571964694283,0.3654111235026826,0,56.0
