ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,49,91387,603,Employed,Master,26,26800,12,Single,1,Own,631,0.4044471447701136,2,2,0.12071693759867502,0,Auto,0,25,25,5249,2832,181753,88186,7615.583333333333,0.7489072186889881,6,93567,0.1903,0.18111479645726622,2458.445898671669,0.4056742292017467,1,36.0
2018-01-02,42,58015,450,Employed,High School,17,12460,72,Married,2,Mortgage,627,0.15566483043790294,2,2,0.06712240413537453,0,Auto,1,29,14,9863,2194,58140,18532,4834.583333333333,0.9500450541184451,7,39608,0.30246,0.3180743891358806,389.48584638700464,0.21025304070747317,0,55.0
2018-01-03,57,176820,518,Employed,High School,35,12628,48,Married,0,Mortgage,495,0.14197692524842154,5,0,0.08216996693019664,0,Debt Consolidation,0,19,12,2172,1538,79205,151495,14735.0,0.4877438424246837,7,9136,0.24862800000000002,0.2673210876251567,430.9998447469262,0.06284355919558372,1,37.6
2018-01-04,26,83953,431,Self-Employed,High School,2,19231,24,Married,3,Mortgage,624,0.34952903185530576,0,0,0.05976057951824486,0,Debt Consolidation,0,21,2,2708,394,57592,11190,6996.083333333333,0.9311398748405079,3,46402,0.278731,0.23033731867174656,1007.513137711449,0.23320378845946407,1,44.800000000000004
2018-01-05,29,63456,542,Employed,Bachelor,4,25474,84,Married,1,Other,597,0.42149483324110676,0,2,0.15640471959803948,0,Education,0,25,25,1965,790,36268,13987,5288.0,0.9066200320975871,1,22281,0.279474,0.2560386699477277,654.6565463016838,0.23669753144888117,0,51.0
2018-01-06,50,94472,564,Employed,Bachelor,26,25272,60,Single,1,Mortgage,187,0.1734665016379749,3,0,0.20524402371730163,0,Home,0,23,7,1559,1558,42217,19761,7872.666666666667,0.6957255857444757,3,22456,0.248272,0.2706161970237213,772.6198190247637,0.12189260128183127,0,51.0
2018-01-07,37,109901,544,Employed,Doctorate,15,36281,60,Married,3,Mortgage,535,0.41564183882091765,2,0,0.3252999110092172,0,Home,0,26,1,6523,181,16517,18394,4911.583333333333,0.9399297486792854,8,1150,0.269281,0.2545991215078245,1074.6999778150366,0.32773545078437777,0,58.0
2018-01-08,57,20793,526,Employed,Bachelor,38,31168,60,Married,0,Mortgage,351,0.3392265945096317,5,2,0.22936312244714369,0,Education,0,30,4,1041,2743,110577,14632,1732.75,0.6454776621211432,4,95945,0.273168,0.2725718395333837,956.5219071387878,0.7545935115503032,0,55.0
2018-01-09,29,27747,526,Employed,High School,3,25350,84,Married,0,Rent,576,0.06212931615333961,1,1,0.22339432769540904,0,Auto,0,21,9,4654,1332,35852,8453,2312.25,0.5875636403588235,7,27399,0.28735,0.275323930684736,683.2558634123758,0.5446019519569145,0,54.0
2018-01-10,36,42027,581,Self-Employed,Associate,14,25629,60,Married,1,Own,325,0.11628619355330277,9,2,0.6514981134689892,0,Auto,0,22,2,1765,5794,68134,73950,3502.25,0.813881954526437,5,8056,0.24012899999999998,0.2510030276675036,753.7528986046233,0.3080171028923187,0,65.0
