ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,46,97742,514,Employed,High School,19,21042,48,Single,1,Other,157,0.4335008825848874,3,0,0.1549966022704051,0,Home,0,21,17,4370,532,124671,11916,8145.166666666667,0.8643929138329061,4,112755,0.259042,0.2571526979698083,706.1129608284306,0.10596627376093354,1,36.800000000000004
2018-01-02,43,75901,645,Self-Employed,Bachelor,20,42978,24,Married,1,Mortgage,592,0.2252015353184903,4,1,0.47085281765672415,0,Home,0,19,16,769,3499,60112,79438,6325.083333333333,0.6969380688452843,7,9290,0.195478,0.2142183784298684,2217.3675762841444,0.44416293481521635,0,56.0
2018-01-03,55,33681,591,Employed,Associate,31,19905,120,Married,3,Mortgage,993,0.12031892612432167,5,2,0.6104988453503811,0,Debt Consolidation,0,29,24,2076,1551,158527,15086,2806.75,0.8254182243309711,4,143441,0.279405,0.296253798820619,519.2319889170657,0.5387839989016,0,54.0
2018-01-04,49,16859,567,Employed,Associate,28,9851,48,Married,2,Other,397,0.3709883191354426,1,0,0.3147090971222885,0,Auto,0,15,18,2074,9493,13060,24551,1404.9166666666667,0.9341344374286346,6,6453,0.221351,0.19164269842827447,295.40066105973415,0.4928410897868681,0,56.0
2018-01-05,36,91296,631,Employed,Bachelor,13,30520,84,Single,0,Mortgage,645,0.17766475908556195,5,1,0.3217177582503217,0,Debt Consolidation,0,27,17,3086,563,83218,58278,7608.0,0.9366510271716048,3,24940,0.24002,0.22123856379129278,717.2958192992661,0.1790609646818173,1,39.2
2018-01-06,47,67073,609,Employed,High School,26,10772,96,Single,3,Own,293,0.09045553924169038,3,0,0.622925681991294,0,Home,0,19,26,2415,2903,50222,51580,5589.416666666667,0.9316660217226813,3,10996,0.241272,0.2548296799936591,263.84784213656786,0.09962539480325636,0,54.0
2018-01-07,39,27181,528,Employed,High School,15,39549,36,Single,2,Mortgage,377,0.24610504640080072,4,1,0.39467944079824324,0,Home,0,24,28,32358,224,42083,130868,2265.0833333333335,0.6873689634934356,3,10230,0.26054900000000003,0.22800423247665907,1526.8199336934645,0.840507678316529,0,56.0
2018-01-08,33,27793,505,Employed,High School,11,21888,120,Single,4,Mortgage,346,0.3376731236814851,2,2,0.6410398812474527,0,Auto,0,25,1,4566,502,67650,3830,2316.0833333333335,0.8479540814794004,2,63820,0.324388,0.3756230777201703,702.5291139653879,0.4527164885972962,0,62.0
2018-01-09,39,45185,640,Employed,Doctorate,17,35388,48,Divorced,1,Mortgage,763,0.543687199649379,2,1,0.04714559146882572,0,Other,0,20,9,39577,3612,59234,78434,3765.4166666666665,0.946943573627684,4,6619,0.21038800000000002,0.2203903289905453,1115.6871162881046,0.4989320658505534,0,50.0
2018-01-10,37,20629,589,Employed,Associate,14,22502,24,Single,1,Mortgage,492,0.43042729298717974,2,1,0.15125598252429845,0,Home,0,22,26,2342,367,32342,33933,1719.0833333333333,0.7844813608142129,8,2438,0.203002,0.22481466476503464,1172.7192592187528,0.9683761263573142,0,53.0
