ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,31,46214,559,Employed,High School,8,20952,48,Single,2,Mortgage,190,0.14298602398209126,1,0,0.2550519108186675,1,Other,0,24,3,1270,445,223243,27375,3851.1666666666665,0.6260859836755347,5,195868,0.236452,0.23676361007656277,679.3303590242186,0.22573168971070723,0,63.0
2018-01-02,24,59712,564,Employed,Associate,2,20916,60,Married,2,Rent,323,0.2931125627719677,0,0,0.4268695701446027,0,Home,0,23,20,35691,775,117547,23124,4976.0,0.47159100407227683,4,94423,0.24391599999999997,0.24724470708827992,610.5382571493843,0.18760817064899202,0,54.0
2018-01-03,45,74860,634,Self-Employed,Master,22,14010,36,Single,2,Mortgage,540,0.1661970293128333,2,3,0.08028914035048922,0,Auto,0,21,16,4311,1484,34183,94996,6238.333333333333,0.945282157648186,6,7031,0.18201,0.1602431072539747,492.7182010008532,0.1655439274914539,1,39.2
2018-01-04,51,24901,558,Employed,High School,31,30723,36,Single,0,Mortgage,355,0.02137556274610913,1,0,0.14750770316421702,0,Other,0,27,23,11210,3631,33506,60635,2075.0833333333335,0.6804939343274006,6,1010,0.236723,0.23709977072823402,1200.677455485386,0.7496939667412806,0,51.0
2018-01-05,42,137044,569,Employed,Bachelor,17,25237,72,Married,1,Other,270,0.3967931727812379,1,2,0.33119423805475595,0,Debt Consolidation,0,24,26,3051,698,17603,20905,7076.916666666667,0.9266958366620469,5,9499,0.255737,0.2318754889846835,652.0187573520146,0.13028537720316258,1,41.6
2018-01-06,41,70764,627,Self-Employed,Bachelor,19,21663,48,Widowed,0,Own,639,0.7147628788604236,1,3,0.1490872222775662,0,Education,0,23,3,1620,2261,61109,7413,5897.0,0.814522467621894,1,53696,0.203163,0.21564722844334805,677.4072809083369,0.22323338662172915,0,53.0
2018-01-07,31,32149,549,Employed,Associate,9,24660,60,Single,3,Own,437,0.2543875261084096,2,0,0.29914882694947614,0,Auto,0,26,21,800,18637,60337,15934,2679.0833333333335,0.7114318040578915,6,44403,0.25516,0.28877606523647126,780.9180310643488,0.45460251867156626,0,53.0
2018-01-08,35,122544,556,Employed,Bachelor,10,16648,24,Single,3,Rent,1326,0.353846701053681,3,2,0.34546393942531295,0,Home,0,24,12,1312,339,70197,6752,10212.0,0.9145245048840593,4,63445,0.21364799999999998,0.18370098586279782,834.1165531379627,0.21152727704053692,1,40.0
2018-01-09,51,24471,546,Self-Employed,Associate,31,22484,84,Married,0,Own,217,0.2009544975687817,3,1,0.6449150316543697,0,Debt Consolidation,1,19,4,2972,2717,47513,21982,2039.25,0.4074506263312492,6,25531,0.274484,0.27385415181622763,603.8404467595414,0.402520753590556,0,72.0
2018-01-10,30,30060,561,Employed,Master,9,20327,48,Married,0,Rent,175,0.09362500308093388,5,0,0.2023190902521507,0,Home,0,24,28,9736,560,72507,69370,2505.0,0.8748379630782694,5,3137,0.234827,0.22513752828849715,646.1069491142291,0.3277872052352212,0,52.0
