ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,42,51869,512,Employed,Bachelor,21,16049,60,Widowed,2,Mortgage,177,0.18382492164811223,2,3,0.35716796140586127,0,Education,0,31,28,3804,711,106005,46859,4322.416666666667,0.8423095277615651,3,59146,0.26504900000000003,0.2918230633412339,511.2079832128278,0.15921833462287557,0,51.0
2018-01-02,54,37962,559,Self-Employed,Associate,32,38795,72,Married,3,Mortgage,339,0.148508215833365,4,1,0.4239573325404045,0,Auto,0,23,5,8480,739,64446,37135,3163.5,0.9129435213353019,5,27311,0.27429499999999996,0.3129203015945162,1199.618455898915,0.48636587826739847,0,61.0
2018-01-03,35,65444,550,Employed,Associate,13,10034,48,Single,0,Rent,189,0.41218858056960256,1,1,0.40834989673878996,0,Auto,0,32,8,3662,1028,43726,31331,5453.666666666667,0.813191807338204,5,12395,0.230034,0.2760408,347.4370138982853,0.09836263319447808,0,58.0
2018-01-04,34,38022,642,Employed,Bachelor,9,21382,24,Married,1,Own,196,0.18005655963571543,3,1,0.6096633403062739,0,Home,0,33,20,1202,1286,327405,90769,3168.5,0.832565176431521,3,236636,0.175382,0.19695447790519827,1085.0754950510598,0.40431607860219654,0,51.0
2018-01-05,44,110610,641,Self-Employed,Master,23,11047,60,Divorced,0,Rent,190,0.2348319120097716,0,0,0.18190002028055227,0,Home,0,17,3,4769,1034,157963,32815,9217.5,0.8375373868210749,8,125148,0.19554700000000003,0.2010395492292456,293.3172818754581,0.052434747152205925,1,38.400000000000006
2018-01-06,52,22726,621,Employed,Associate,31,34853,60,Married,1,Rent,841,0.13253237139187785,4,3,0.1789919426602032,0,Home,0,24,16,3243,240,121860,53492,1893.8333333333333,0.9315585037244585,4,68368,0.22935300000000003,0.21444510586349652,951.6265794252213,0.9465598412876289,0,46.0
2018-01-07,33,39918,506,Employed,Master,5,21288,72,Married,2,Own,436,0.2045133363895546,1,1,0.3746416267571858,1,Auto,0,22,14,2982,174,43288,32004,3326.5,0.7885538089442904,5,11284,0.283288,0.2663221003709104,594.9425450943481,0.3099180956243343,0,67.0
2018-01-08,44,53711,594,Employed,High School,22,21876,96,Single,0,Mortgage,309,0.4487534048487024,0,0,0.07604681708699362,0,Debt Consolidation,0,28,25,7915,832,392530,19569,4475.916666666667,0.6946680416245712,8,372961,0.259876,0.2839667196755965,578.9851625201285,0.19839179963585749,0,45.0
2018-01-09,21,60128,515,Employed,Associate,0,13174,36,Married,0,Rent,790,0.3640813169141775,3,2,0.27856521311617116,0,Home,1,26,10,1113,6309,7422,10604,5010.666666666667,0.9016899942974397,9,1541,0.240674,0.288342725115102,550.8788675977164,0.26760488310225844,0,58.0
2018-01-10,24,29363,611,Employed,Associate,6,35146,48,Married,2,Other,492,0.20239163477388475,4,1,0.18670032389369387,0,Auto,0,19,12,12541,770,23324,141016,2446.9166666666665,0.8603317642175498,4,10679,0.22464599999999998,0.2246015500507011,1116.1112613363384,0.6571990306179908,0,49.0
