ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,31,60895,582,Employed,Associate,11,39247,48,Married,3,Own,555,0.16212802692410253,2,0,0.2160295070202763,0,Home,1,23,3,4074,1348,49705,11015,5074.583333333333,0.9198196742758101,4,38690,0.24324700000000002,0.23062391468310395,1259.2660789465501,0.35752020604907797,0,60.0
2018-01-02,44,100591,597,Employed,High School,22,20955,60,Single,3,Mortgage,1209,0.597470175903603,4,1,0.28594868920192623,0,Debt Consolidation,0,22,24,3963,539,94726,83634,8382.583333333334,0.5734619136983363,3,11092,0.22745500000000002,0.2486885651909034,613.4469053800283,0.21740874297462334,0,52.0
2018-01-03,25,71061,580,Employed,High School,4,27238,72,Married,2,Rent,264,0.319385114235906,3,0,0.32617026588800047,0,Education,0,31,23,763,317,15808,9766,5921.75,0.7210450503481906,3,6042,0.252238,0.2392259429720709,715.8108593309927,0.16545967988027063,0,54.0
2018-01-04,18,54803,522,Employed,High School,0,24279,108,Married,2,Mortgage,328,0.43915294664721305,2,1,0.43496076828052044,0,Home,1,20,19,7421,4639,143993,3496,4566.916666666667,0.44954926791595967,4,140497,0.30827899999999997,0.32555013248409265,697.3923982579063,0.22452618979061137,0,59.0
2018-01-05,41,67809,541,Employed,Associate,21,19164,72,Married,2,Rent,772,0.22957869785645604,1,0,0.1093012543003992,0,Home,0,34,27,3331,1786,10577,35482,5650.75,0.7784881673201527,4,8410,0.263664,0.27084758251685703,541.0072807063877,0.23235982492702523,0,50.0
2018-01-06,41,162178,575,Employed,High School,20,16481,96,Married,3,Rent,518,0.17213860011691984,4,1,0.25414779758971673,0,Debt Consolidation,0,30,27,5384,2139,10849,21717,13514.833333333334,0.9198438732091853,3,6775,0.263981,0.30438015803178564,459.5345299700316,0.07233049093983387,1,39.2
2018-01-07,49,53846,577,Employed,High School,26,21288,120,Married,0,Mortgage,341,0.3407400924523774,2,1,0.5251150170356644,0,Home,0,22,1,2408,1073,78972,9513,4487.166666666667,0.5714653628076146,1,69459,0.28778800000000004,0.3252254931080617,601.2391545475341,0.2099853258286671,0,60.0
2018-01-08,50,57253,583,Employed,High School,25,38455,48,Divorced,4,Own,162,0.15609467349442208,0,0,0.14469754968475548,0,Auto,0,32,1,6610,732,122075,18353,4771.083333333333,0.6090697020290238,2,103722,0.241955,0.2529667770095694,1281.428771217203,0.30253690207685946,0,49.0
2018-01-09,29,25315,573,Employed,Master,6,21813,36,Married,3,Own,511,0.5963116390159872,1,0,0.3034124610470519,0,Debt Consolidation,0,19,15,5339,1347,28121,30685,2109.5833333333335,0.8344989431200132,3,8481,0.220313,0.21001651508920627,821.824740200929,0.6317952550824075,0,57.0
2018-01-10,53,34261,560,Employed,Associate,31,16801,36,Single,2,Mortgage,358,0.099404819030937,2,1,0.13406239874410938,0,Other,0,19,24,8668,2266,10995,27845,2855.0833333333335,0.7672003034523713,6,10606,0.221801,0.21044148631943327,633.3597083618631,0.34722619013871037,0,50.0
