ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,49,35550,507,Employed,Associate,26,22052,120,Single,2,Rent,297,0.19709618126356443,2,1,0.485319570071582,0,Education,0,17,9,2516,1252,63442,33041,2962.5,0.8835181645591464,10,30401,0.323552,0.3682193517173608,695.1558476013838,0.3349049274603827,0,57.0
2018-01-02,39,62916,461,Unemployed,High School,19,18781,72,Single,0,Other,245,0.5932270125117883,4,1,0.10332756534311362,0,Debt Consolidation,0,22,21,3223,2476,18755,149135,5243.0,0.7806685233976064,1,6010,0.303281,0.3498759353436007,626.7299719469548,0.16626549150237552,0,54.0
2018-01-03,61,211525,641,Employed,High School,39,23871,48,Married,1,Rent,355,0.07316712810957761,0,3,0.09546401148464671,0,Auto,0,25,6,15751,1555,42828,11164,9282.75,0.8785179075546757,6,31664,0.19837100000000002,0.22893785037197434,763.7122058410749,0.12051517124139668,0,46.0
2018-01-04,27,180970,525,Employed,High School,4,13311,36,Divorced,0,Own,262,0.5393074660995163,0,0,0.20257345305418306,0,Home,0,17,27,1654,1342,17035,120767,15080.833333333334,0.8846685570376785,2,4436,0.235811,0.25086656009902153,529.8532937037015,0.05250726376993103,1,40.800000000000004
2018-01-05,44,42968,583,Employed,Master,21,5260,48,Single,1,Mortgage,353,0.5668218764149643,2,2,0.11566801328571492,0,Other,0,19,17,10990,606,11596,21568,3580.6666666666665,0.6534148903551873,8,9170,0.20876,0.18640826271981895,156.27942683055076,0.14223033704074217,1,41.6
2018-01-06,39,40599,594,Employed,Master,19,27002,48,Single,4,Own,311,0.4215545857556606,3,1,0.3726215912952082,0,Home,0,23,25,1867,1610,323292,8912,3383.25,0.6988059587257056,7,314380,0.225002,0.24860367049473867,893.2071664660898,0.3559320672330126,0,50.0
2018-01-07,48,39704,585,Employed,Bachelor,24,20571,96,Married,4,Own,522,0.29429603839290386,1,0,0.1608615780691677,0,Education,0,26,15,1616,170,239125,19246,3308.6666666666665,0.8948349371699446,4,219879,0.263071,0.26693169487214896,520.571490815067,0.3151032110059643,0,47.0
2018-01-08,33,85938,637,Unemployed,Master,14,63963,60,Single,3,Own,250,0.06658198312700055,4,1,0.4064393031558039,0,Other,0,29,11,3688,480,51557,541087,7161.5,0.8964546313976715,6,9752,0.250463,0.2547027717281583,1895.0745830904975,0.29952867179927356,0,54.0
2018-01-09,43,149561,568,Employed,Master,19,21724,72,Married,0,Other,394,0.21086387807474027,3,0,0.5158795658250316,0,Auto,0,17,6,3167,369,183382,1414,12463.416666666666,0.885981079872624,7,181968,0.25272399999999995,0.21836209524940467,543.7299404332801,0.07523859351835949,1,43.2
2018-01-10,36,38489,516,Employed,High School,13,23953,60,Divorced,0,Mortgage,298,0.2151271162744131,3,0,0.2614909305513229,0,Debt Consolidation,0,24,21,885,310,143224,60176,3207.4166666666665,0.8308767512780229,6,83048,0.270953,0.2831613137161967,750.3712007905841,0.3268584377221287,0,51.0
