ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,26,269171,511,Unemployed,Associate,3,18913,36,Married,3,Own,782,0.17492603060762552,5,1,0.30520436288043945,0,Education,0,24,25,1837,986,45799,4700,13408.416666666666,0.5651062836779396,4,41099,0.24841300000000002,0.22026678618385603,722.5570978788076,0.11220990033962307,1,43.2
2018-01-02,39,77559,629,Self-Employed,Master,15,14675,120,Divorced,3,Mortgage,204,0.18094438304709765,3,0,0.1713103862507517,1,Debt Consolidation,0,22,12,15780,1172,16952,27071,6463.25,0.9296091693779135,5,2863,0.25517500000000004,0.2842233845307269,369.8696408055577,0.08878964001169037,0,61.0
2018-01-03,51,65710,577,Unemployed,Associate,26,14176,48,Married,2,Mortgage,307,0.12016441066073273,3,1,0.190752376365661,0,Education,0,25,25,15114,839,92726,1707,5475.833333333333,0.7199617873021088,6,91019,0.220676,0.24519308907515203,466.2428489051297,0.14121007741381156,0,50.0
2018-01-04,40,19615,553,Employed,High School,19,11624,60,Single,0,Mortgage,407,0.11092390125352677,4,0,0.31947476910733147,0,Home,0,24,9,5231,1015,913818,13461,1634.5833333333333,0.910817620882251,4,900357,0.240124,0.2554158495903072,344.88038591838637,0.45998290242266815,1,38.400000000000006
2018-01-05,30,47332,585,Employed,High School,6,16858,60,Married,3,Mortgage,290,0.35335773306059504,3,0,0.3957184633104502,0,Auto,0,16,10,1750,516,535791,13295,3944.3333333333335,0.7819331435658117,5,522496,0.229358,0.20579211260433614,452.084259444373,0.18813933730525806,1,37.6
2018-01-06,54,193617,637,Employed,Associate,33,47126,60,Married,3,Rent,679,0.1210890342968156,5,2,0.27665984969295504,0,Home,0,14,28,2811,472,155901,8589,16134.75,0.8326443765932257,4,147312,0.233626,0.22551406584670478,1316.3863477782065,0.12367011250736494,1,33.6
2018-01-07,49,16953,570,Employed,Bachelor,26,18297,60,Divorced,1,Rent,262,0.4997123765300437,3,3,0.2716138894493051,0,Auto,0,25,4,1517,1260,24484,20777,1412.75,0.8526172170924514,6,3707,0.23829700000000004,0.2235097589476954,509.0012229795115,0.545744981758635,0,58.0
2018-01-08,36,57584,625,Employed,Doctorate,12,22823,48,Single,0,Mortgage,402,0.25141986368638347,2,0,0.01383687854111434,0,Home,0,27,6,3132,1005,38612,21905,4798.666666666667,0.6246035785564301,4,16707,0.20532300000000003,0.21107969174520833,708.0561223456516,0.2313259493635006,0,49.0
2018-01-09,46,79258,617,Employed,Master,23,31903,36,Married,1,Rent,1510,0.5202773843471502,2,0,0.41077399228994005,0,Debt Consolidation,0,11,16,5349,545,31351,22772,6604.833333333333,0.8147761705819445,4,8579,0.20840300000000003,0.19327566988660178,1174.727419742783,0.406479207612019,0,54.0
2018-01-10,54,15000,598,Employed,Bachelor,32,20112,96,Married,4,Mortgage,337,0.26668054719995166,3,0,0.22409713324783448,0,Debt Consolidation,0,21,27,8949,1201,86806,34119,1250.0,0.775642026672884,3,52687,0.256112,0.2759929368982264,521.322518230192,0.6866580145841537,0,52.0
2018-01-11,43,28214,595,Employed,High School,18,17538,72,Married,1,Mortgage,656,0.40291658940912883,2,1,0.5771792088775787,0,Debt Consolidation,1,24,7,9267,2327,49968,9729,2351.1666666666665,0.8916812512583447,6,40239,0.235038,0.2576368599559646,480.6758899573508,0.4834518565069898,0,68.0
2018-01-12,29,15000,626,Self-Employed,Bachelor,8,27191,48,Divorced,0,Rent,657,0.16324259095343974,1,2,0.5504492389531709,0,Other,0,24,13,10539,1314,87419,8823,1250.0,0.9267870340968645,7,78596,0.20919100000000002,0.21768430433967306,853.2670211686425,1.208213616934914,0,57.0
2018-01-13,43,40014,660,Employed,Doctorate,25,36519,24,Married,1,Own,529,0.29373851169109993,4,2,0.5039964448160208,0,Home,1,24,19,20465,3223,97644,40308,3334.5,0.7685306995330001,1,57336,0.18151899999999999,0.19049409815566734,1841.7490798091455,0.7109758823839094,0,57.0
2018-01-14,35,23746,574,Employed,Associate,14,20883,120,Divorced,1,Mortgage,650,0.1802299983597411,5,1,0.08689048034781155,0,Debt Consolidation,0,20,16,2246,606,52644,21966,1978.8333333333333,0.9536484216817038,5,30678,0.288883,0.3110806768714335,567.6797073481697,0.6153523325266588,0,51.0
2018-01-15,50,79732,587,Employed,Bachelor,27,14907,36,Married,5,Own,386,0.20539398346806367,6,1,0.3340426835883675,0,Education,0,21,17,861,2609,124480,192673,6644.333333333333,0.8281528286143296,8,10280,0.206407,0.1891610616275719,545.7991949204772,0.14023968217335234,1,43.2
2018-01-16,60,83115,621,Employed,High School,39,36010,36,Married,0,Mortgage,237,0.4654066067266921,2,1,0.294134842968759,0,Home,0,26,3,8998,5078,27400,35348,6926.25,0.9370097812871707,3,8767,0.21051,0.22957116285548493,1393.13233718444,0.23535568845832017,0,52.0
2018-01-17,40,42931,593,Employed,Bachelor,15,26241,36,Divorced,1,Own,427,0.20955202491528516,3,3,0.41085056354115596,0,Debt Consolidation,0,30,1,2400,8974,94199,26982,3577.5833333333335,0.6884859721648188,5,67217,0.214741,0.21853156605063806,1000.1633423575331,0.3989182667138058,0,59.0
2018-01-18,38,74449,580,Employed,High School,15,26052,120,Married,3,Other,357,0.23174139941091262,4,1,0.20471196138105416,0,Debt Consolidation,0,23,15,1962,20786,52412,5156,6204.083333333333,0.805391252132723,6,47256,0.291052,0.30216215229741916,690.9416226859997,0.16891159682778814,0,52.0
2018-01-19,40,82127,508,Employed,Bachelor,20,21315,72,Married,2,Mortgage,396,0.4938371893706689,2,0,0.20203338072088387,0,Home,0,29,15,1243,361,83157,46717,6843.916666666667,0.7727516233133425,3,36440,0.282315,0.2835002660228908,618.7447216877343,0.1482695905153337,0,52.0
2018-01-20,36,32500,598,Employed,Associate,11,15172,60,Single,2,Mortgage,474,0.13182951168616722,2,1,0.12432761276879103,0,Debt Consolidation,0,19,13,8333,4369,29799,14879,2708.3333333333335,0.9666286169618516,9,14920,0.22117199999999998,0.20381147165701183,405.1895843650807,0.32462384653479903,0,50.0
2018-01-21,40,27645,590,Employed,High School,17,18433,36,Divorced,2,Mortgage,521,0.24805733310907804,4,2,0.494012486254943,0,Other,0,19,10,5011,2082,32354,8110,2303.75,0.7576085274523872,8,24244,0.208433,0.23043612317234452,713.9553633409885,0.5360630985744931,0,58.0
2018-01-22,51,74015,553,Employed,Master,30,12122,24,Widowed,3,Mortgage,890,0.11894986985041965,2,2,0.4178656635125491,0,Home,0,26,1,17924,558,104289,12232,6167.916666666667,0.8943520287266529,10,92057,0.21062199999999998,0.19845854934840435,616.0464843878747,0.24417425944274126,1,45.6
