ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,18,68156,512,Employed,Bachelor,0,36633,48,Married,2,Mortgage,560,0.3474147539926305,2,0,0.049887301837517904,0,Education,0,26,8,367,1088,36329,4267,5679.666666666667,0.9633590151834085,3,32062,0.275633,0.31140665135519,1343.4214580176242,0.33512907882228254,0,51.0
2018-01-02,39,15700,586,Employed,High School,14,19205,72,Married,1,Other,164,0.25573323692274064,5,0,0.34750269682228907,0,Auto,0,26,3,4929,1709,79676,12378,1308.3333333333333,0.6590367976405214,1,67298,0.241205,0.24490582321928336,511.34148278991626,0.516184572833057,0,57.0
2018-01-03,46,92090,558,Employed,Master,23,21839,24,Married,1,Rent,171,0.46479543474210744,2,0,0.7485541591556198,0,Auto,0,22,23,954,405,14744,22604,7674.166666666667,0.6497688167069492,8,1763,0.21783899999999998,0.20179323843688127,1113.427529547616,0.16737029378403073,1,46.400000000000006
2018-01-04,45,15000,564,Employed,High School,20,31672,12,Married,3,Rent,195,0.6268524244434133,1,3,0.45040155124702985,0,Home,0,26,23,8139,637,49331,16537,1250.0,0.8423481330828405,1,32794,0.214672,0.20993626731274215,2949.0025661375003,2.5152020529100003,0,60.0
2018-01-05,44,66448,457,Employed,Master,19,10583,48,Single,1,Own,331,0.34880410068057993,2,1,0.3558323100053668,0,Education,0,21,3,853,621,76287,22802,5537.333333333333,0.9380541386141973,10,53485,0.277083,0.303251891430421,383.0556459792011,0.12895298205740446,1,44.0
2018-01-06,48,32444,635,Employed,Bachelor,22,29248,96,Married,0,Mortgage,348,0.15891477281345018,3,0,0.30178292320581174,0,Debt Consolidation,0,30,13,1832,4302,140700,7729,2703.6666666666665,0.7577071949647417,6,132971,0.24674800000000002,0.2629746130641937,732.3511480869959,0.39958740528430375,0,47.0
2018-01-07,46,165240,583,Employed,Associate,24,29172,60,Single,0,Own,436,0.5491130887677242,2,1,0.030445774786841323,0,Auto,0,23,12,7432,406,182575,18819,13770.0,0.9374862539915753,7,163756,0.242672,0.24495339933918928,847.627406069661,0.09321912898109376,1,36.0
2018-01-08,40,15000,582,Employed,High School,19,10921,60,Married,3,Other,393,0.2556985784475664,2,0,0.42212897247508946,0,Education,0,18,25,96282,74,862498,9646,1250.0,0.698280313651553,9,852852,0.22492099999999998,0.24330137641856414,316.27117121459565,0.5674169369716765,1,40.0
2018-01-09,60,93442,614,Employed,Bachelor,40,21311,36,Single,2,Other,273,0.41368562682781307,3,1,0.12633337282929152,0,Debt Consolidation,0,26,19,6929,180,37246,12928,7786.833333333333,0.7132968105853754,8,24318,0.199311,0.17986472561194153,770.299091937727,0.1339824608126188,1,37.6
2018-01-10,43,86799,610,Employed,High School,25,18470,24,Divorced,2,Own,290,0.21333845028556203,3,1,0.189112343767118,0,Auto,0,23,14,9792,557,13361,39239,7233.25,0.9247450548095635,4,3423,0.18847,0.18424565600171106,925.8915663425205,0.1680975448577777,1,36.800000000000004
