ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,18,15000,488,Employed,Associate,0,46164,72,Married,1,Rent,259,0.21356792820389758,3,3,0.4186466539570844,0,Debt Consolidation,0,23,27,878,4017,154243,55330,1250.0,0.8590145539742186,11,98913,0.317164,0.2537312,1254.1181503770867,1.2104945203016695,0,56.0
2018-01-02,27,15000,546,Employed,Associate,3,18117,60,Single,2,Rent,292,0.158139947882993,3,1,0.3920442734379266,0,Home,0,16,27,5752,466,51616,190922,1250.0,0.9513313181421018,7,8736,0.250117,0.23975002970519263,520.9264062184836,0.6503411249747869,0,55.0
2018-01-03,44,43118,509,Employed,High School,20,21532,60,Single,3,Own,184,0.1038720410657294,0,1,0.10400910380097467,0,Auto,0,25,16,2974,468,65331,6174,3593.1666666666665,0.9208590171188129,9,59157,0.272032,0.2949493758370788,689.9683447256529,0.24323067249658692,0,48.0
2018-01-04,30,60766,546,Employed,Associate,8,24842,24,Married,3,Own,323,0.5365345716705534,4,2,0.16102524504650337,0,Auto,0,23,23,3229,2577,160126,25818,5063.833333333333,0.7388301008558918,4,134308,0.226842,0.2367378443931182,1309.3825791169854,0.3223610398809174,0,47.0
2018-01-05,39,49042,617,Employed,Bachelor,17,18092,12,Divorced,1,Rent,227,0.24422432031592956,5,1,0.1411772782836095,0,Auto,0,25,7,5755,553,62979,16894,4086.8333333333335,0.6723837550298437,8,46085,0.17459200000000002,0.17513308525184254,1654.486789796625,0.4603776656245565,0,49.0
2018-01-06,50,84569,559,Employed,Master,30,14086,96,Divorced,0,Mortgage,360,0.04057308358775275,4,1,0.23127487012678402,0,Education,1,22,12,3649,1791,205770,5116,7047.416666666667,0.8498082220864205,4,200654,0.269586,0.30380845330940615,392.1918334338373,0.1067329872790981,0,52.0
2018-01-07,33,33073,616,Employed,Bachelor,7,12843,60,Married,0,Mortgage,226,0.2804750675655467,2,0,0.308297632682903,0,Home,1,20,11,1667,814,98908,53449,2756.0833333333335,0.6249269707964128,6,45459,0.209843,0.19951766638810406,339.9163626809754,0.20533354555594308,0,58.0
2018-01-08,57,41009,585,Employed,High School,36,15928,48,Married,0,Mortgage,378,0.1820974530732758,1,1,0.3265835350004758,0,Debt Consolidation,0,26,21,5624,960,64410,12531,3417.4166666666665,0.596417920037504,2,51879,0.218428,0.21416168206489597,496.7939032336801,0.25598104900885565,0,52.0
2018-01-09,73,38181,535,Employed,High School,47,18437,72,Married,0,Own,580,0.2327792520255541,2,3,0.41954029525612546,1,Other,0,24,23,1054,77,11688,37616,3181.75,0.9806990263436447,7,9012,0.265937,0.30012310488381655,554.8080830263209,0.3566616116999516,0,69.0
2018-01-10,44,26433,540,Employed,Bachelor,19,9475,60,Divorced,0,Mortgage,234,0.3970564989029042,1,1,0.37626383327813745,0,Home,0,28,25,1568,933,6531,19503,2202.75,0.5361725732846139,6,10635,0.244475,0.2553336296385052,281.07432536528825,0.23383240284430293,0,56.0
