ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,43,30132,512,Employed,High School,16,11511,60,Single,1,Mortgage,326,0.10104301019907473,2,1,0.16296647739106998,0,Debt Consolidation,0,20,29,2388,5265,20361,29062,2511.0,0.6498307399800349,5,10246,0.260511,0.25404458803772895,340.5980091299412,0.2654711306769977,0,50.0
2018-01-02,36,107200,658,Employed,Doctorate,12,7684,24,Married,1,Own,321,0.1461906301267688,0,0,0.15634644881834447,0,Other,0,32,22,4017,2303,87247,7473,8933.333333333334,0.8164314862776605,4,79774,0.153684,0.1551959400524723,374.4711247707757,0.07785124531016147,1,32.0
2018-01-03,39,42960,586,Employed,Bachelor,20,49057,24,Single,3,Rent,748,0.20944707334608473,4,0,0.4235349611136573,0,Debt Consolidation,0,20,13,2518,419,50404,4073,3580.0,0.6303732111414414,9,46331,0.23105699999999998,0.23268514169463878,2575.821726706253,0.9284418231023053,0,57.0
2018-01-04,42,28445,537,Employed,High School,21,46344,60,Married,0,Mortgage,636,0.11683215611936518,4,2,0.3804996082343884,0,Home,0,18,9,2238,750,72673,10521,2370.4166666666665,0.9682127173901985,5,62152,0.282844,0.2843227270549545,1455.068228652079,0.8821521794278413,0,54.0
2018-01-05,31,21821,577,Employed,Associate,8,15409,72,Single,1,Rent,390,0.39433384120927,4,1,0.2764587433917268,0,Debt Consolidation,0,23,20,3318,3599,40492,14965,1818.4166666666667,0.7193955005370369,8,25527,0.241909,0.2733919509240421,437.46323435513403,0.45504600212004986,0,54.0
2018-01-06,50,86554,568,Self-Employed,Bachelor,30,35280,36,Widowed,2,Rent,168,0.36549108597882163,2,0,0.09608675550655293,0,Auto,0,24,11,2661,1588,57219,82433,7212.833333333333,0.8664805578800886,7,4301,0.23628,0.233996873367799,1373.0393223934593,0.21365242355895178,0,52.0
2018-01-07,31,97558,543,Employed,Bachelor,7,11401,48,Married,4,Other,276,0.4619482845282846,2,2,0.1088051961464255,0,Home,0,23,21,2206,1992,95641,3079,8129.833333333333,0.9040680585578523,4,92562,0.234901,0.20725963136933356,351.36160569710114,0.07716783111959259,1,38.400000000000006
2018-01-08,24,27337,467,Employed,High School,0,29972,60,Single,2,Mortgage,141,0.19564356958816384,2,0,0.352821806738417,0,Home,0,25,25,1103,622,89068,24903,2278.0833333333335,0.7205992675213928,3,64165,0.301472,0.3094260722622781,987.1208008865872,0.49520611664187897,0,53.0
2018-01-09,42,105661,584,Employed,High School,17,21846,48,Single,1,Own,158,0.2516855650824597,4,0,0.5855278337141209,0,Debt Consolidation,0,23,20,2643,1947,58652,37326,8805.083333333334,0.8593633327351853,4,21326,0.22484600000000002,0.23684049714399022,708.4092705789261,0.09839875873734975,1,45.6
2018-01-10,45,127771,677,Employed,Doctorate,21,23862,60,Single,0,Mortgage,305,0.36574101099868234,3,1,0.15871412615838315,0,Debt Consolidation,0,17,24,15169,555,74134,5617,10647.583333333334,0.862640710274587,5,68517,0.19036199999999998,0.22843439999999995,670.5363757555709,0.09162044993830251,1,32.0
2018-01-11,35,88257,541,Employed,High School,11,26824,48,Married,2,Own,536,0.1635594148796318,1,3,0.24083858497032726,0,Other,0,27,22,4383,1439,10946,19696,7354.75,0.8046874963100407,7,2301,0.251324,0.22248229529355562,848.7380411438875,0.1882780571934991,1,40.0
