ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,37,47069,594,Employed,Master,14,23182,60,Divorced,1,Mortgage,185,0.05772671649449589,3,0,0.35293496736256685,0,Home,0,21,25,4601,214,12733,21077,3922.4166666666665,0.6189409660459905,6,6654,0.231182,0.23665971647126224,662.4119835272779,0.21604333642795334,0,54.0
2018-01-02,31,37423,521,Employed,Associate,9,13505,36,Single,2,Mortgage,378,0.03350073211102764,5,0,0.6021469829441716,0,Other,1,23,25,3510,1856,146729,29250,3118.5833333333335,0.7406449694776659,6,117479,0.238005,0.2295425975342505,522.4528855717447,0.2887377983288602,0,60.0
2018-01-03,47,15070,599,Employed,Master,25,28659,72,Married,0,Mortgage,197,0.051490367742189895,5,0,0.21721813170932908,0,Home,0,23,9,1426,1225,55003,34523,1255.8333333333333,0.6673176840406926,8,20480,0.244159,0.23240838535147712,741.348059263748,0.7471915534946899,0,54.0
2018-01-04,63,71741,628,Employed,Master,38,26341,48,Single,1,Rent,280,0.07999582533796237,3,0,0.29473803404573945,0,Auto,0,33,24,6987,2227,59238,72932,5978.416666666667,0.7272185098399402,6,1909,0.20734100000000003,0.21687663547030023,825.4415048874529,0.18490539661629243,1,38.400000000000006
2018-01-05,39,50856,597,Employed,High School,14,16528,48,Single,3,Rent,624,0.17916658118176185,5,3,0.5572074290008132,0,Education,0,21,11,6313,2002,160655,24751,4238.0,0.6838196292884349,1,135904,0.21302800000000002,0.172796903404814,479.31113091729986,0.2603376901645351,0,53.0
2018-01-06,46,48616,591,Employed,Bachelor,24,8885,24,Single,0,Other,228,0.3286603572609277,5,2,0.2752287006362919,0,Home,1,24,28,8414,269,43278,7292,4051.3333333333335,0.8291811518931811,4,35986,0.188385,0.21201009846064997,457.43921440330337,0.16918855053561874,0,59.0
2018-01-07,44,111029,585,Employed,Associate,20,32810,72,Widowed,3,Rent,302,0.13983226234617974,3,0,0.3282249399258715,0,Education,0,28,28,2413,334,145214,10038,9252.416666666666,0.7899685527157603,2,135176,0.25531000000000004,0.21037387295225105,805.7458560921959,0.1197250292545763,1,38.400000000000006
2018-01-08,50,29767,635,Employed,Bachelor,28,31572,48,Widowed,3,Mortgage,271,0.1553405667228225,4,2,0.09903008414588184,0,Education,0,22,6,1104,3993,38177,5123,2480.5833333333335,0.668920602363139,4,33054,0.209072,0.22712116617536124,1006.9558046232603,0.5151835809950321,0,50.0
2018-01-09,32,24691,634,Employed,Master,8,32332,24,Married,1,Own,128,0.3157732909550966,2,0,0.13679897489816742,0,Auto,0,32,9,6314,516,38913,24331,2057.5833333333335,0.5916314149720763,4,14582,0.190332,0.19031341913141084,1630.3037899318472,0.854548032853354,0,50.0
2018-01-10,38,38299,564,Self-Employed,Bachelor,18,30893,48,Single,0,Rent,353,0.18730259110166628,5,2,0.31529992017268443,0,Home,0,30,2,961,416,16667,20137,3191.5833333333335,0.8013296445895113,7,7432,0.243893,0.23770566450534403,1003.2540791502898,0.42494709913583845,0,61.0
2018-01-11,32,29824,594,Employed,Associate,9,28095,24,Widowed,1,Rent,642,0.2745608213066096,5,0,0.2221545833677045,0,Auto,0,20,15,18703,992,80206,117086,2485.3333333333335,0.9145945246849283,4,3070,0.206095,0.18304034057991211,1406.7483458665786,0.8243354395922391,0,54.0
2018-01-12,33,52288,508,Employed,Doctorate,13,39853,36,Married,1,Mortgage,492,0.3452043570722233,4,1,0.19307421865551594,0,Home,0,27,27,2364,222,484612,7728,4357.333333333333,0.812008193266086,8,476884,0.270853,0.3068941888178617,1706.9065884458485,0.5046450248881232,0,44.0
2018-01-13,45,47785,604,Employed,Associate,23,10128,60,Married,0,Own,574,0.1609369903272022,0,1,0.26920810578605714,0,Education,0,32,21,2579,1626,347197,35841,3982.0833333333335,0.6286384421682719,5,311356,0.21312799999999998,0.232227962317096,286.8110175974368,0.21617102042836123,1,34.4
2018-01-14,37,28698,579,Employed,Bachelor,15,17807,12,Married,2,Rent,206,0.7901817788792665,5,0,0.1664963379203659,0,Education,0,19,24,947,655,39003,76389,2391.5,0.8528889654729264,10,7948,0.193307,0.20189238211859947,1651.155836930128,0.7765652673761774,0,54.0
2018-01-15,35,127008,551,Employed,Associate,15,21850,24,Single,3,Mortgage,327,0.5179528126526924,5,1,0.14653026095624783,0,Home,1,17,2,10527,1416,130588,10085,10584.0,0.7483564324645654,4,120503,0.22135,0.21603298954968558,1129.2617652614679,0.13759086973369877,1,44.0
2018-01-16,22,47301,463,Employed,Bachelor,0,23995,60,Married,2,Rent,429,0.36323779131208406,4,1,0.3863297811372416,0,Home,0,19,24,516,670,70002,18294,3941.75,0.7572168303394112,7,51708,0.297495,0.3042257387586745,782.5594247538107,0.3073658716950113,0,53.0
2018-01-17,41,61627,612,Employed,Bachelor,18,20727,24,Single,4,Own,392,0.1647810114688956,1,0,0.42206304508458564,0,Debt Consolidation,0,23,20,3396,1830,5226,10642,5135.583333333333,0.9374942360944251,6,1755,0.18972699999999998,0.16881815351332408,1023.6131648198815,0.2756479786106509,1,41.6
2018-01-18,44,70989,488,Employed,High School,20,32946,72,Married,1,Other,363,0.17039207439931855,6,1,0.7284660571681842,1,Home,0,30,18,1447,245,30240,39423,5915.75,0.988233916810105,6,3162,0.303946,0.359995050931013,1121.9335003542988,0.2510135655418668,0,69.0
2018-01-19,28,27455,541,Employed,Doctorate,5,18758,48,Single,1,Own,876,0.18720501230380673,3,1,0.28823041297696217,0,Debt Consolidation,0,17,11,1090,519,4520,35170,2287.9166666666665,0.7111255291008642,5,5193,0.243258,0.2903450525708359,664.9078343419591,0.6734982339138048,0,53.0
2018-01-20,30,79567,529,Employed,High School,11,18018,36,Widowed,1,Rent,541,0.32947153547551583,2,1,0.42666639844634513,0,Debt Consolidation,0,21,5,616,1213,23992,8063,6630.583333333333,0.6150072252018673,7,15929,0.238518,0.24849465954975944,714.9588100000002,0.18941905211959734,0,58.0
2018-01-21,36,115463,480,Employed,High School,13,13532,72,Divorced,2,Mortgage,478,0.23720322857499873,2,0,0.21505600134584021,0,Home,0,25,9,1301,739,17867,71190,9621.916666666666,0.5761472552208637,4,3091,0.288532,0.27551399300206625,385.98172365173883,0.08979309981397388,1,41.6
2018-01-22,44,44136,657,Self-Employed,Bachelor,21,23620,60,Single,2,Mortgage,207,0.221184530856912,0,2,0.662226587222233,0,Debt Consolidation,0,16,26,1966,546,32724,17033,3678.0,0.8962660568437103,5,15691,0.20012000000000002,0.1795386829457233,599.2001564334317,0.21919525732284714,0,56.0
2018-01-23,45,126991,616,Employed,Bachelor,20,12186,48,Divorced,1,Mortgage,665,0.308277288903346,3,1,0.4269059578301374,0,Auto,0,22,5,4876,1711,125893,3426,10582.583333333334,0.3426666221007394,1,122467,0.19918600000000003,0.20884096164483293,376.5886906989035,0.09842480402852834,1,39.2
2018-01-24,51,39569,652,Employed,Bachelor,30,35820,84,Single,2,Mortgage,417,0.2889342495107917,3,1,0.44453566877606904,1,Debt Consolidation,0,23,11,2367,1386,31892,4380,3297.4166666666665,0.8677561187714833,6,27512,0.23482,0.24665259337438838,899.0106341955245,0.3991035308030603,0,63.0
2018-01-25,43,28074,646,Employed,Associate,22,11808,48,Divorced,3,Rent,363,0.20743788796209586,4,2,0.46018203525476986,0,Debt Consolidation,0,32,29,888,560,16487,25721,2339.5,0.9397365032881113,4,3137,0.18380800000000003,0.1573634999623465,333.04976056544797,0.2975207354415251,0,55.0
2018-01-26,48,15000,617,Employed,Bachelor,24,24338,36,Single,2,Other,535,0.25361597171315436,2,1,0.27941312596297047,0,Debt Consolidation,0,22,17,2977,1720,87994,120734,1250.0,0.8552691060697132,2,8585,0.20083800000000002,0.2047958236062721,910.4454915213635,1.1563563932170908,0,51.0
2018-01-27,37,29652,627,Employed,Associate,15,33778,36,Married,1,Own,251,0.33214910960683974,3,0,0.3712391288462409,0,Other,0,29,20,3276,488,16417,26495,2471.0,0.48129969552699625,1,10847,0.20527800000000002,0.19096606386523954,1239.8175140174542,0.6033255823623853,0,53.0
2018-01-28,30,113789,567,Employed,Associate,4,20963,72,Married,0,Rent,721,0.5401105930131739,2,0,0.43839402034835373,0,Home,0,24,21,4058,934,193375,81690,9482.416666666666,0.794760883004364,5,111685,0.252463,0.2524404125734522,567.82728361935,0.13591759663440403,0,52.0
2018-01-29,38,53678,493,Employed,High School,17,59477,48,Married,2,Rent,705,0.7938128315079378,3,3,0.5000005797738462,0,Other,0,27,27,3009,1184,53049,30700,4473.166666666667,0.9103026780195472,5,22349,0.307977,0.2960268423851687,2127.8061924372755,0.6332887646567924,0,60.0
2018-01-30,54,87809,598,Employed,Bachelor,33,37334,48,Single,3,Rent,588,0.17694118770374273,5,0,0.4234964829221301,0,Debt Consolidation,0,24,2,589,2018,49537,64871,7317.416666666667,0.9629556441761563,6,8767,0.233334,0.2352399574175551,1207.353286757008,0.24535343120960373,0,58.0
2018-01-31,43,81959,660,Employed,Bachelor,23,20529,36,Divorced,3,Other,492,0.3364381355846738,3,1,0.16710436484281516,0,Auto,0,35,15,1063,2456,94440,24103,6829.916666666667,0.5855894542493714,4,70337,0.175529,0.17514498537917628,737.1822409033093,0.17997031309361647,1,32.800000000000004
2018-02-01,50,85782,593,Unemployed,High School,28,43502,96,Married,0,Mortgage,170,0.39064001027673645,2,0,0.1926015940216114,0,Home,0,18,24,1110,2611,34412,29005,7148.5,0.8067495755759803,3,5407,0.28200200000000003,0.2717171591304539,1114.9612366256436,0.17975256859839736,0,52.0
2018-02-02,51,54809,530,Employed,High School,29,13247,24,Married,2,Rent,438,0.19599627999625327,4,1,0.06902414781569215,0,Education,0,20,5,1853,350,41631,6965,4567.416666666667,0.9280812692242998,1,34666,0.223247,0.19920315000375383,673.7011361546314,0.24339823083536605,0,51.0
2018-02-03,46,73578,627,Employed,Bachelor,28,51723,72,Single,2,Mortgage,457,0.23347047521647354,3,2,0.3870336456753713,0,Other,0,29,22,2150,565,58998,7619,6131.5,0.8260966840036386,5,51379,0.253223,0.26671997734661673,1446.8038178657791,0.3104956075782075,0,49.0
2018-02-04,35,34404,536,Employed,High School,11,36776,36,Married,3,Rent,718,0.23995194736260153,1,1,0.256135629104207,0,Education,0,17,27,1350,5021,276016,183896,2867.0,0.8038135773792061,4,92120,0.253776,0.2747306073533812,1510.7370628427695,0.7773760247097209,0,51.0
2018-02-05,31,28976,516,Employed,Associate,8,32031,36,Single,2,Mortgage,476,0.5270323491817204,6,1,0.32039850460452485,0,Auto,0,19,14,7129,1671,35133,17985,2414.6666666666665,0.6236564681660609,5,17148,0.259031,0.3108372,1378.8488554847904,0.7681593824481463,0,57.0
2018-02-06,53,21258,586,Employed,Associate,32,21533,72,Single,1,Mortgage,334,0.23932568869208568,6,0,0.19364818436206888,0,Auto,0,17,15,3240,629,67958,161757,1771.5,0.7780872491384948,3,7134,0.243533,0.23398603195568615,559.0602718415334,0.504126599966996,0,52.0
2018-02-07,50,100650,586,Self-Employed,Bachelor,29,22996,24,Married,3,Mortgage,435,0.1377972156543431,1,1,0.22091957205686977,0,Auto,0,23,2,1566,230,90552,51914,8387.5,0.9448709979329655,7,38638,0.20499599999999998,0.2054468759022288,1176.5279568242981,0.19213448069440217,1,45.6
2018-02-08,47,91676,546,Employed,Associate,24,70490,96,Single,3,Other,898,0.31153363301799836,2,1,0.39946438869193,0,Home,0,29,14,2826,601,28919,55330,7639.666666666667,0.8845312145833559,6,6733,0.33249,0.3560351469995061,2225.8399129431155,0.4088974099580848,0,53.0
2018-02-09,38,51548,598,Employed,Bachelor,19,39373,12,Married,1,Own,339,0.668711992856418,4,1,0.5234010156194868,0,Debt Consolidation,0,26,6,10792,1253,95732,16611,4295.666666666667,0.4930960579097699,4,79121,0.205373,0.17995712848846643,3609.636027947479,0.9192137878359925,0,60.0
2018-02-10,31,132366,559,Unemployed,Bachelor,6,27536,96,Single,1,Mortgage,385,0.09614599482701433,1,3,0.2370329962000249,0,Home,0,28,28,4166,1117,54680,35430,11030.5,0.949553842623705,8,19250,0.283036,0.2749495901433403,711.8023189382192,0.09943359946858432,1,41.6
2018-02-11,46,85296,592,Employed,High School,18,11892,36,Single,1,Mortgage,339,0.3225367231092566,3,1,0.10444260581819766,0,Auto,0,29,4,825,257,239586,46226,7108.0,0.9016640065345175,6,193360,0.200892,0.19224154668444943,437.2623095158577,0.10920966650476331,1,38.400000000000006
2018-02-12,34,35098,554,Employed,Associate,12,23474,36,Married,2,Rent,344,0.32878100161947055,2,2,0.15314997531904306,0,Other,0,20,27,1261,211,4005,21912,2924.8333333333335,0.8123325110344172,4,7115,0.23147399999999999,0.24588646315567217,928.222749087802,0.4349727331772073,0,51.0
2018-02-13,37,76344,552,Employed,Bachelor,16,37890,84,Married,4,Mortgage,491,0.3111119655404804,4,0,0.18483937313788806,0,Home,0,31,26,2952,1052,28748,8921,6362.0,0.7841217626829228,6,19827,0.28689,0.2730138414586637,1015.5041597852684,0.23679725868991958,0,50.0
2018-02-14,40,52665,581,Employed,Bachelor,18,30982,60,Married,3,Rent,651,0.2520888381697053,4,1,0.09766670497959103,0,Debt Consolidation,0,30,16,2625,1393,609417,9048,4388.75,0.7251738961920987,4,600369,0.24548200000000003,0.214803891791321,846.5611792062999,0.3412272695428767,1,33.6
2018-02-15,33,25935,600,Employed,Associate,12,39680,24,Married,0,Rent,1174,0.3467927362667879,1,2,0.29110395121494953,0,Auto,0,29,3,7616,1615,198087,23104,2161.25,0.7947683393523147,3,174983,0.21467999999999998,0.23092367252939258,2079.992868073386,1.505606879386182,0,50.0
2018-02-16,60,132304,598,Employed,High School,38,34163,48,Divorced,3,Mortgage,484,0.37084474540862883,2,0,0.12437815477930576,0,Auto,0,22,29,2024,262,44672,13025,11025.333333333334,0.8416752126979009,6,31647,0.230163,0.271143491879791,1173.404899120524,0.1503269650913524,1,38.400000000000006
2018-02-17,19,105793,600,Employed,Master,0,61036,24,Single,1,Mortgage,311,0.46097408301806514,1,2,0.3358483175878259,0,Auto,0,26,17,203,2320,177904,21825,4492.666666666667,0.887792706369921,7,156079,0.236036,0.22652189508679968,3186.1272580383516,0.7784079072648059,0,47.0
2018-02-18,39,75983,572,Employed,Bachelor,16,24787,36,Married,0,Own,295,0.21116285417254152,3,1,0.35116295039887335,0,Other,0,15,3,3833,2275,6108,21692,6331.916666666667,0.7404744143228871,4,6890,0.223787,0.22287428798341213,950.3164553889175,0.19667290663262846,0,57.0
2018-02-19,58,23819,552,Self-Employed,Associate,38,14487,24,Married,0,Mortgage,321,0.24008674343694664,2,0,0.2236707552352689,0,Other,1,25,7,6947,251,22564,10537,1984.9166666666667,0.7823021871967677,5,12027,0.21348699999999998,0.1883765982106346,729.1275108225593,0.5290537020811416,0,64.0
2018-02-20,30,130155,493,Employed,Associate,7,19070,36,Married,2,Rent,193,0.08041007833387985,6,1,0.11585026598990282,0,Other,0,31,4,509,1702,94603,8614,10846.25,0.9140041846830815,7,85989,0.25756999999999997,0.2657566851751568,774.2020881929838,0.08917387006504403,1,38.400000000000006
2018-02-21,35,36202,461,Employed,Associate,13,26314,72,Married,2,Mortgage,204,0.306673772380671,4,2,0.1650913845688559,0,Debt Consolidation,0,20,24,4295,301,34449,17816,3016.8333333333335,0.801218817397007,4,16633,0.310814,0.26730639582499394,737.0230132367475,0.3119240969791992,0,51.0
2018-02-22,26,30974,577,Employed,Bachelor,4,33191,48,Married,2,Rent,399,0.28734654921763475,4,2,0.415789848746033,0,Home,0,25,16,3839,592,9474,79977,2581.1666666666665,0.7468809783132065,1,2866,0.23969100000000002,0.23506013514036442,1073.0432751935757,0.5703015207052015,0,57.0
