ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-01-01,18,18700,484,Employed,Bachelor,0,27259,48,Single,1,Own,609,0.24661096957316508,1,0,0.29694393176960815,0,Home,0,16,3,3714,1569,17799,34680,1558.3333333333333,0.6518590198801952,5,3196,0.280259,0.2878250442852764,962.2794628306386,1.0083076766827628,0,57.0
2018-01-02,28,27665,491,Employed,Associate,9,23226,84,Married,3,Mortgage,570,0.4134770221093075,3,1,0.505122855923169,0,Home,0,25,24,3388,3746,96176,21729,2305.4166666666665,0.8829654823726485,5,74447,0.302726,0.2531715811245729,592.6060698352702,0.5042932527751037,0,59.0
2018-01-03,61,45410,525,Employed,Associate,39,14742,48,Married,4,Rent,561,0.1542133106279927,2,1,0.2882010562400196,0,Debt Consolidation,0,20,22,1562,1386,30646,7482,3784.1666666666665,0.5927081380903834,3,23164,0.24724200000000002,0.20939945480397915,456.02022550087594,0.26875672111892784,0,52.0
2018-01-04,24,40619,587,Employed,High School,0,44664,60,Married,1,Mortgage,87,0.2975643361674392,4,1,0.048667439544612896,0,Debt Consolidation,0,28,21,6012,1008,20510,35883,3384.9166666666665,0.8143707702994837,6,3894,0.256164,0.27916306091221493,1388.396022452084,0.4358736618189766,0,51.0
2018-01-05,39,49668,571,Employed,Bachelor,17,24818,72,Married,5,Mortgage,519,0.1910330414145171,4,5,0.3988610502503835,0,Home,0,19,5,1942,502,149668,101999,4139.0,0.8631234201754123,4,47669,0.25431800000000004,0.27035558905451346,699.8566150557461,0.294480941062031,0,56.0
2018-01-06,44,30921,546,Self-Employed,Associate,21,9542,60,Single,0,Own,425,0.1997007855866526,6,0,0.09017736022952827,0,Debt Consolidation,0,25,5,2706,915,131686,28667,2576.75,0.8102535749365921,3,103019,0.24154199999999998,0.2838732507132903,299.33162289303726,0.28110279339983985,0,51.0
2018-01-07,34,70173,454,Employed,High School,11,21415,72,Married,1,Rent,267,0.19238705867341216,1,1,0.16846429248249578,0,Other,0,23,12,6058,2723,36820,4849,5847.75,0.7343984771793258,4,31971,0.309415,0.37129799999999996,745.7382046209524,0.17318425114291008,0,49.0
2018-01-08,39,22985,556,Employed,Associate,20,13421,72,Widowed,0,Mortgage,349,0.45937374464386915,2,0,0.3548160292559169,0,Auto,0,20,3,1216,3720,40557,29483,1915.4166666666667,0.9147147668115571,1,11074,0.250421,0.21269385281379136,331.422046886726,0.35523448173333527,0,60.0
2018-01-09,56,124819,625,Employed,High School,37,12896,36,Married,0,Other,523,0.4606330294027762,3,4,0.4860612397574294,0,Auto,0,21,22,4742,1505,91353,52088,10401.583333333334,0.9758420732961759,2,39265,0.185396,0.21959760713626558,492.23566862514946,0.09760395471444085,1,41.6
2018-01-10,43,39794,589,Employed,Associate,21,24468,72,Divorced,0,Own,688,0.5836861108920128,3,0,0.11150653948820421,0,Other,0,20,26,1847,320,58542,1876,3316.1666666666665,0.75013713475434,3,56666,0.244968,0.25266498690759936,663.1057253544835,0.4074299820137157,0,50.0
